discrepancy_id,canonical_game_id,field_name,source_a_program_key,source_a_value,source_b_program_key,source_b_value,canonical_value,status,resolution_basis,notes
DISC-000124,CBBG-0020716,game_date,vanderbilt,1946-02-23,,,1946-02-25,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Tennessee's official opponent history establishes Feb. 25, 1946.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000125,CBBG-0015237,score,vanderbilt,80-30,,,82-30,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Kentucky historical game evidence establishes Kentucky 82, Vanderbilt 30.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000126,CBBG-0015252,site_type,vanderbilt,NEUTRAL,,,NEUTRAL,RESOLVED,"Owner-approved 2026-08-14 reconciliation: The Feb. 27, 1947 SEC Tournament game was played at a neutral site in Louisville, not at Kentucky in Lexington.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000127,CBBG-0015383,game_date,vanderbilt,1951-02-19,,,1951-02-24,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Kentucky's schedule establishes Feb. 24, 1951; Kentucky played DePaul in Chicago on Feb. 19.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000128,CBBG-0018186,overtime_periods,vanderbilt,1,,,1,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Vanderbilt's explicit OT marker and Florida's SEC Tournament history establish one overtime on Feb. 29, 1952.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000129,CBBG-0018186,game_type,vanderbilt,REGULAR_SEASON,,,CONFERENCE_TOURNAMENT,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's SEC Tournament history and Vanderbilt's tournament marker classify the Feb. 29, 1952 game as a conference-tournament game.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000130,CBBG-0020846,site_type,vanderbilt,TEAM_A_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Tennessee's official opponent history places the Dec. 30, 1952 game at Vanderbilt.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000131,CBBG-0015469,score,vanderbilt,71-59,,,77-59,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Kentucky historical game evidence establishes Kentucky 77, Vanderbilt 59.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000132,CBBG-0015487,game_date,vanderbilt,1956-01-21,,,1956-01-28,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Vanderbilt's official Memorial Gym retrospective and Kentucky evidence establish Jan. 28, 1956.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000133,CBBG-0018291,score,vanderbilt,59-75,,,59-76,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history establishes Vanderbilt 76, Florida 59.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000134,CBBG-0000963,overtime_periods,vanderbilt,1,,,1,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Vanderbilt's OT marker and a contemporaneous Dec. 9, 1958 newspaper report establish one overtime; a later Missouri summary's 2OT label remains conflicting evidence.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000135,CBBG-0018333,site_type,vanderbilt,TEAM_A_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Owner ruling on 2026-08-14: the Feb. 21, 1959 Florida game was at Vanderbilt; the conflicting Vanderbilt series-table A marker remains preserved.",Owner confirmed Vanderbilt home. Canonical retained; Vanderbilt's curated site and assertion were corrected while the conflicting series-table A marker remains preserved in source_site_candidate.
DISC-000136,CBBG-0003947,site_type,vanderbilt,TEAM_A_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Arkansas's official opponent history places the Dec. 14, 1963 game at Vanderbilt.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000137,CBBG-0021074,score,vanderbilt,64-62,,,65-62,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Tennessee's official opponent history establishes Tennessee 65, Vanderbilt 62.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000138,CBBG-0018447,score,vanderbilt,78-91,,,79-91,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history establishes Vanderbilt 91, Florida 79.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000139,CBBG-0021185,score,vanderbilt,70-60,,,70-69,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Tennessee's official opponent history establishes Tennessee 70, Vanderbilt 69.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000140,CBBG-0021203,overtime_periods,vanderbilt,0,,,2,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Tennessee's official history establishes two overtimes on Feb. 2, 1970.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000141,CBBG-0018583,overtime_periods,vanderbilt,0,,,1,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history establishes one overtime on Feb. 9, 1970.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000142,CBBG-0018583,site_type,vanderbilt,TEAM_A_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history places the Feb. 9, 1970 game at Vanderbilt.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000143,CBBG-0018598,overtime_periods,vanderbilt,3,,,3,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Contemporaneous reporting establishes that Florida's 84-82 win over Vanderbilt on Jan. 4, 1971 lasted three overtimes.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000144,CBBG-0007125,site_type,vanderbilt,TEAM_A_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Illinois's official opponent history places the Dec. 23, 1971 game at Vanderbilt.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000145,CBBG-0018883,overtime_periods,vanderbilt,1,,,2,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official history establishes two overtimes in the March 3, 1982 SEC Tournament game.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000146,CBBG-0007424,overtime_periods,vanderbilt,2,,,2,RESOLVED,"Owner-approved 2026-08-14 reconciliation: A contemporaneous UPI report establishes that Illinois-Vanderbilt on Dec. 13, 1982 went to a second overtime.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000147,CBBG-0019023,game_date,vanderbilt,1987-02-26,,,1987-02-25,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history establishes Feb. 25, 1987.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000148,CBBG-0021625,score,vanderbilt,75-57,,,74-57,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Tennessee's official opponent history establishes Tennessee 74, Vanderbilt 57.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000149,CBBG-0019223,site_type,vanderbilt,TEAM_A_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history places the Feb. 26, 1994 game at Vanderbilt.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000150,CBBG-0019305,game_date,vanderbilt,1997-03-01,,,1997-03-03,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history establishes March 3, 1997.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000151,CBBG-0019321,game_date,vanderbilt,1998-01-19,,,1998-01-24,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history establishes Jan. 24, 1998.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000152,CBBG-0019378,game_date,vanderbilt,2000-01-28,,,2000-01-29,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official opponent history establishes Jan. 29, 2000.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000153,CBBG-0021943,site_type,vanderbilt,TEAM_A_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Tennessee's official opponent history places the Feb. 19, 2000 game at Vanderbilt.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000154,CBBG-0016952,score,vanderbilt,52-57,,,52-57,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Contemporary official Kentucky records establish Vanderbilt 57, Kentucky 52 on Jan. 10, 2006.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000155,CBBG-0017017,overtime_periods,vanderbilt,2,,,2,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Official game records establish that Kentucky-Vanderbilt on Jan. 12, 2008 went to two overtimes.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000156,CBBG-0005266,score,vanderbilt,81-65,,,81-75,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Arkansas's contemporary official recap and season record establish Arkansas 81, Vanderbilt 75.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000157,CBBG-0002514,overtime_periods,vanderbilt,1,,,1,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Missouri's contemporary official postgame notes establish one overtime on Dec. 8, 2010.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000158,CBBG-0002625,site_type,vanderbilt,TEAM_B_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Missouri's contemporary official recap and box score place the Jan. 16, 2014 game at Vanderbilt in Nashville.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000159,CBBG-0005505,overtime_periods,vanderbilt,0,,,1,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Arkansas's official game record establishes one overtime on Jan. 5, 2016.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000160,CBBG-0002700,site_type,vanderbilt,TEAM_B_HOME,,,TEAM_B_HOME,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Missouri's official schedule and recap place the Feb. 10, 2016 game at Vanderbilt in Nashville.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000161,CBBG-0017400,score,vanderbilt,87-52,,,87-52,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Kentucky's contemporary official recap establishes Kentucky 87, Vanderbilt 52 on Jan. 29, 2019.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000162,CBBG-0020008,game_date,vanderbilt,2020-12-30,,,2020-12-30,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Owner-approved correction corroborated by Florida's official 2020-21 schedule: the game was played Dec. 30, 2020.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000163,CBBG-0005665,score,vanderbilt,92-71,,,92-71,RESOLVED,Owner-approved 2026-08-14 reconciliation: Owner-approved correction corroborated by contemporary Arkansas and Vanderbilt records: Arkansas won 92-71.,Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000164,CBBG-0020021,game_date,vanderbilt,2021-03-12,,,2021-03-11,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Florida's official schedule establishes March 11, 2021 for the SEC Tournament game.",Canonical retained; Vanderbilt curated normalization and assertion were corrected while raw_text and the original discrepancy value remain preserved.
DISC-000165,CBBG-0017495,score,vanderbilt,77-71,,,77-71,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Contemporary official records establish Kentucky 77, Vanderbilt 71 in the 2022 SEC Tournament quarterfinal.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
DISC-000166,CBBG-0002909,score,vanderbilt,85-82,,,85-82,RESOLVED,"Owner-approved 2026-08-14 reconciliation: Missouri's official 2022-23 schedule establishes Missouri 85, Vanderbilt 82.",Canonical corrected to the Vanderbilt-supported value; the competing source assertion remains preserved.
