source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,site_research_status,site_research_basis,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id,source_series_event_note
HOU-R-00439,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-02-25,Creighton,creighton,Creighton,Yes,87,73,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F25 W 87-73 | Creighton,resolved,,,,,,,,
HOU-R-00440,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-02-28,Loyola (La.),loyola-new-orleans,Loyola New Orleans,No,106,64,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F28 W 106-64 | Loyola (La.),resolved,,,,,,,,
HOU-R-00441,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-03-04,at Air Force,air-force,Air Force,Yes,90,80,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,M4 W 90-80 | at Air Force,resolved,,,,,,,,
HOU-R-00442,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-03-11,vs. New Mexico State,new-mexico-state,New Mexico State,Yes,59,58,W,0,,,VS,NEUTRAL,,Moby Arena,Fort Collins,CO,NCAA Tournament,,NCAA_TOURNAMENT,R32,printed page 165,M11 W 59-58 | vs. New Mexico State,resolved,,,,,,,,
HOU-R-00443,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-03-17,at #3/ Kansas,kansas,Kansas,Yes,66,53,W,0,,,AT,OPPONENT_HOME,,Allen Fieldhouse,Lawrence,KS,NCAA Tournament,,NCAA_TOURNAMENT,Sweet Sixteen,printed page 165,M17 W 66-53 | at #3/ Kansas,resolved,,,,,,,,
HOU-R-00444,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-03-19,vs. SMU,smu,SMU,Yes,83,75,W,0,,,VS,NEUTRAL,,Allen Fieldhouse,Lawrence,KS,NCAA Tournament,,NCAA_TOURNAMENT,Elite Eight,printed page 165,M19 W 83-75 | vs. SMU,resolved,,,,,,,,
HOU-R-00445,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-03-24,vs. #1/ UCLA,ucla,UCLA,Yes,58,73,L,0,,,VS,NEUTRAL,,Freedom Hall,Louisville,KY,NCAA Tournament,,NCAA_TOURNAMENT,Final Four,printed page 165,M24 L 58-73 | vs. #1/ UCLA,resolved,,,,,,,,
HOU-R-00446,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1966-1967,1967,1967-03-25,vs. #4/ North Carolina,north-carolina,North Carolina,Yes,84,62,W,0,,,VS,NEUTRAL,,Freedom Hall,Louisville,KY,NCAA Tournament,,NCAA_TOURNAMENT,,printed page 165,M25 W 84-62 | vs. #4/ North Carolina,resolved,,,,,,,,
HOU-R-00447,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-02,Sacramento State,sacramento-state,Sacramento State,Yes,110,79,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D2 W 110-79 | Sacramento State,resolved,,,,,,,,
HOU-R-00448,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-04,Abilene Christian,abilene-christian,Abilene Christian,Yes,90,75,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D4 W 90-75 | Abilene Christian,resolved,,,,,,,,
HOU-R-00449,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-07,North Dakota State,north-dakota-state,North Dakota State,Yes,121,88,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D7 W 121-88 | North Dakota State,resolved,,,,,,,,
HOU-R-00450,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-09,at Illinois,illinois,Illinois,Yes,54,46,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,D9 | W 54-46 | at Illinois,resolved,,,,,,,,
HOU-R-00451,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-13,George Washington,george-washington,George Washington,Yes,86,61,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D13 W 86-61 | George Washington,resolved,,,,,,,,
HOU-R-00452,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-14,Montana State,montana-state,Montana State,Yes,113,67,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D14 W 113-67 | Montana State,resolved,,,,,,,,
HOU-R-00453,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-16,BYU,byu,BYU,Yes,102,69,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D16 W 102-69 | BYU,resolved,,,,,,,,
HOU-R-00454,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-18,Minnesota,minnesota,Minnesota,Yes,103,65,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D18 W 103-65 | Minnesota,resolved,,,,,,,,
HOU-R-00455,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-22,at Arizona,arizona,Arizona,Yes,81,76,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,D22 W 81-76 | at Arizona,resolved,,,,,,,,
HOU-R-00456,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-23,at UNLV,unlv,UNLV,Yes,94,85,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,D23 W 94-85 | at UNLV,resolved,,,,,,,,
HOU-R-00457,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-28,vs. Bradley,bradley,Bradley,Yes,69,52,W,0,,,VS,NEUTRAL,Honolulu International Center Arena,Neal S. Blaisdell Center,Honolulu,HI,,,REGULAR_SEASON,,printed page 165,D28 W 69-52 | vs. Bradley,resolved,,,Stage 6 self-challenge repair: 1967 Rainbow Classic exact physical building recovered; Honolulu International Center Arena reconciled to present project identity Neal S. Blaisdell Center.,,,,,
HOU-R-00458,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-29,vs. Marquette,marquette,Marquette,Yes,77,65,W,0,,,VS,NEUTRAL,Honolulu International Center Arena,Neal S. Blaisdell Center,Honolulu,HI,,,REGULAR_SEASON,,printed page 165,D29 W 77-65 | vs. Marquette,resolved,,,Stage 6 self-challenge repair: 1967 Rainbow Classic exact physical building recovered; Honolulu International Center Arena reconciled to present project identity Neal S. Blaisdell Center.,,,,,
HOU-R-00459,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1967-12-30,vs. North Texas,north-texas,North Texas,Yes,45,43,W,0,,,VS,NEUTRAL,Honolulu International Center Arena,Neal S. Blaisdell Center,Honolulu,HI,,,REGULAR_SEASON,,printed page 165,D30 W 45-43 | vs. North Texas,resolved,,,Stage 6 self-challenge repair: 1967 Rainbow Classic exact physical building recovered; Honolulu International Center Arena reconciled to present project identity Neal S. Blaisdell Center.,,,,,
HOU-R-00460,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-01-02,Michigan,michigan,Michigan,Yes,91,65,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J2 | W 91-65 | Michigan,resolved,,,,,,,,
HOU-R-00461,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-01-06,Centenary,centenary-louisiana,Centenary (LA),No,118,81,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J6 | W 118-81 | Centenary,resolved,,,,,,,,
HOU-R-00462,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-01-13,West Texas A&M,west-texas-a-m,West Texas A&M,No,98,53,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J13 W 98-53 | West Texas A&M,resolved,,,,,,,,
HOU-R-00463,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-01-20,#1/ UCLA,ucla,UCLA,Yes,71,69,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Houston Astrodome,Houston,TX,,,REGULAR_SEASON,,printed page 165,J20 W 71-69 | #1/ UCLA,resolved,,,,,,,,
HOU-R-00464,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-01-27,Lamar,lamar,Lamar,Yes,112,79,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J27 W 112-79 | Lamar,resolved,,,,,,,,
HOU-R-00465,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-01-29,Fairfield,fairfield,Fairfield,Yes,108,76,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J29 W 108-76 | Fairfield,resolved,,,,,,,,
HOU-R-00466,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-02-01,vs. Marshall,marshall,Marshall,Yes,102,93,W,0,,,VS,NEUTRAL,,Madison Square Garden,New York,NY,,,REGULAR_SEASON,,printed page 165,F1 | W 102-93 | vs. Marshall,resolved,,,,,,,,
HOU-R-00467,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-02-10,at Centenary,centenary-louisiana,Centenary (LA),No,107,56,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,F10 W 107-56 | at Centenary,resolved,,,,,,,,
HOU-R-00468,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-02-15,Miami (Fla.),miami,Miami (FL),Yes,106,64,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F15 W 106-64 | Miami (Fla.),resolved,,,,,,,,
HOU-R-00469,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-02-17,Air Force,air-force,Air Force,Yes,106,82,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F17 W 106-82 | Air Force,resolved,,,,,,,,
HOU-R-00470,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-02-22,UT Arlington,ut-arlington,UT Arlington,Yes,130,75,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F22 W 130-75 | UT Arlington,resolved,,,,,,,,
HOU-R-00471,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-02-24,Valparaiso,valparaiso,Valparaiso,Yes,158,81,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F24 W 158-81 | Valparaiso,resolved,,,,,,,,
HOU-R-00472,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-02-26,at Hardin-Simmons,hardin-simmons,Hardin-Simmons,No,105,82,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,F26 W 105-82 | at Hardin-Simmons,resolved,,,,,,,,
HOU-R-00473,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-03-02,Virginia Tech,virginia-tech,Virginia Tech,Yes,120,79,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,M2 W 120-79 | Virginia Tech,resolved,,,,,,,,
HOU-R-00474,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-03-04,at West Texas State,west-texas-a-m,West Texas A&M,No,107,76,W,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,M4 W 107-76 | at West Texas State,resolved,,,,,,,,
HOU-R-00475,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-03-09,vs. Loyola Chicago,loyola-chicago,Loyola Chicago,Yes,94,76,W,0,,,VS,NEUTRAL,,Nielsen Fieldhouse,Salt Lake City,UT,NCAA Tournament,,NCAA_TOURNAMENT,R32,printed page 165,M9 W 94-76 | vs. Loyola Chicago,resolved,,,,,,,,
HOU-R-00476,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-03-15,vs. #9/ Louisville,louisville,Louisville,Yes,91,75,W,0,,,VS,NEUTRAL,,Charles Koch Arena,Wichita,KS,NCAA Tournament,,NCAA_TOURNAMENT,Sweet Sixteen,printed page 165,M15 W 91-75 | vs. #9/ Louisville,resolved,,,,,,,,
HOU-R-00477,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-03-16,vs. TCU,tcu,TCU,Yes,103,68,W,0,,,VS,NEUTRAL,,Charles Koch Arena,Wichita,KS,NCAA Tournament,,NCAA_TOURNAMENT,Elite Eight,printed page 165,M16 W 103-68 | vs. TCU,resolved,,,,,,,,
HOU-R-00478,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-03-22,vs. #2/ UCLA,ucla,UCLA,Yes,69,101,L,0,,,VS,NEUTRAL,,Los Angeles Sports Arena,Los Angeles,CA,NCAA Tournament,,NCAA_TOURNAMENT,Final Four,printed page 165,M22 L 69-101 | vs. #2/ UCLA,resolved,,,,,,,,
HOU-R-00479,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1967-1968,1968,1968-03-23,vs. Ohio State,ohio-state,Ohio State,Yes,85,89,L,0,,,VS,NEUTRAL,,Los Angeles Sports Arena,Los Angeles,CA,NCAA Tournament,,NCAA_TOURNAMENT,,printed page 165,M23 L 85-89 | vs. Ohio State,resolved,,,,,,,,
HOU-R-00480,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-11-30,Southern Miss,southern-miss,Southern Miss,Yes,92,71,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,N30 W 92-71 | Southern Miss,resolved,,,,,,,,
HOU-R-00481,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-02,Pepperdine,pepperdine,Pepperdine,Yes,80,60,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D2 W 80-60 | Pepperdine,resolved,,,,,,,,
HOU-R-00482,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-05,Arizona,arizona,Arizona,Yes,85,64,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D5 W 85-64 | Arizona,resolved,,,,,,,,
HOU-R-00483,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-07,at USC,usc,USC,Yes,64,65,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,D7 | L 64-65 | at USC,resolved,,,,,,,,
HOU-R-00484,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-13,vs. #16/ Santa Clara,santa-clara,Santa Clara,Yes,50,75,L,0,,,VS,NEUTRAL,,Civic Auditorium,San Francisco,CA,,,REGULAR_SEASON,,printed page 165,D13 L 50-75 | vs. #16/ Santa Clara,resolved,,,,,,,,
HOU-R-00485,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-14,vs. BYU,byu,BYU,Yes,98,75,W,0,,,VS,NEUTRAL,,Civic Auditorium,San Francisco,CA,,,REGULAR_SEASON,,printed page 165,D14 W 98-75 | vs. BYU,resolved,,,,,,,,
HOU-R-00486,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-16,Kansas State,kansas-state,Kansas State,Yes,87,84,W,1,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D16 W 87-84 (OT) | Kansas State,resolved,,,,,,,,
HOU-R-00487,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-21,Illinois,illinois,Illinois,Yes,84,97,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D21 L 84-97 | Illinois,resolved,,,,,,,,
HOU-R-00488,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-23,Bowling Green,bowling-green,Bowling Green,Yes,91,80,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,D23 W 91-80 | Bowling Green,resolved,,,,,,,,
HOU-R-00489,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-27,Portland,portland,Portland,Yes,94,66,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Houston Astrodome,Houston,TX,,,REGULAR_SEASON,,printed page 165,D27 W 94-66 | Portland,resolved,,,,,,,,
HOU-R-00490,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-28,San Francisco,san-francisco,San Francisco,Yes,87,67,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Houston Astrodome,Houston,TX,,,REGULAR_SEASON,,printed page 165,D28 W 87-67 | San Francisco,resolved,,,,,,,,
HOU-R-00491,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-30,vs. Iowa,iowa,Iowa,Yes,87,95,L,1,,,VS,NEUTRAL,,,New Orleans,LA,,,REGULAR_SEASON,,printed page 165,D30 L 87-95 (OT) | vs. Iowa,resolved,RESEARCHED_PARTIAL,"Stage 6 terminal debt: Houston institutional tournament history and Sugar Bowl historical evidence were challenged. New Orleans is supported, but Sugar Bowl basketball used different buildings across eras; no exact 1968 building was safely established.",Stage 6 self-challenge classified the surviving site gap as terminal researched historical debt; unsupported certainty was not introduced.,,,,,
HOU-R-00492,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1968-12-31,vs. WKU,western-kentucky,Western Kentucky,Yes,87,66,W,0,,,VS,NEUTRAL,,,New Orleans,LA,,,REGULAR_SEASON,,printed page 165,D31 W 87-66 | vs. WKU,resolved,RESEARCHED_PARTIAL,"Stage 6 terminal debt: Houston institutional tournament history and Sugar Bowl historical evidence were challenged. New Orleans is supported, but Sugar Bowl basketball used different buildings across eras; no exact 1968 building was safely established.",Stage 6 self-challenge classified the surviving site gap as terminal researched historical debt; unsupported certainty was not introduced.,,,,,
HOU-R-00493,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-01-04,West Texas A&M,west-texas-a-m,West Texas A&M,No,76,86,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J4 | L 76-86 | West Texas A&M,resolved,,,,,,,,
HOU-R-00494,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-01-11,Centenary,centenary-louisiana,Centenary (LA),No,82,64,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J11 W 82-64 | Centenary,resolved,,,,,,,,
HOU-R-00495,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-01-13,at Lamar,lamar,Lamar,Yes,65,71,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,J13 L 65-71 | at Lamar,resolved,,,,,,,,
HOU-R-00496,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-01-18,at #1/ UCLA,ucla,UCLA,Yes,64,100,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,J18 L 64-100 | at #1/ UCLA,resolved,,,,,,,,
HOU-R-00497,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-01-25,at Centenary,centenary-louisiana,Centenary (LA),No,66,71,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,J25 L 66-71 | at Centenary,resolved,,,,,,,,
HOU-R-00498,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-01-28,Texas A&M,texas-a-m,Texas A&M,Yes,85,71,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,J28 W 85-71 | Texas A&M,resolved,,,,,,,,
HOU-R-00499,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-02-01,Notre Dame,notre-dame,Notre Dame,Yes,89,82,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Houston Astrodome,Houston,TX,,,REGULAR_SEASON,,printed page 165,F1 | W 89-82 | Notre Dame,resolved,,,,,,,,
HOU-R-00500,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-02-06,UNLV,unlv,UNLV,Yes,118,97,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F6 | W 118-97 | UNLV,resolved,,,,,,,,
HOU-R-00501,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-02-08,UT Arlington,ut-arlington,UT Arlington,Yes,82,65,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F8 | W 82-65 | UT Arlington,resolved,,,,,,,,
HOU-R-00502,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-02-13,St. Mary’s (Texas),st-mary-s-texas,St. Mary's University (Texas),No,91,70,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F13 W 91-70 | St. Mary’s (Texas),resolved,,,,,,,,
HOU-R-00503,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-02-20,Lamar,lamar,Lamar,Yes,95,71,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F20 W 95-71 | Lamar,resolved,,,,,,,,
HOU-R-00504,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-02-22,Seattle,seattle-u,Seattle U,Yes,66,69,L,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Delmar Fieldhouse,Houston,TX,,,REGULAR_SEASON,,printed page 165,F22 L 66-69 | Seattle,resolved,,,,,,,,
HOU-R-00505,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1968-1969,1969,1969-03-01,at Virginia Tech,virginia-tech,Virginia Tech,Yes,68,74,L,0,,,AT,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,printed page 165,M1 | L 68-74 | at Virginia Tech,resolved,,,,,,,,
HOU-R-00506,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1969-1970,1970,1969-12-01,Louisiana,louisiana,Louisiana,Yes,89,72,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 165,D1 W 89-72 | Louisiana,resolved,,,,,,,,
HOU-R-00507,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1969-1970,1970,1969-12-04,UT Arlington,ut-arlington,UT Arlington,Yes,88,70,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 165,D4 W 88-70 | UT Arlington,resolved,,,,,,,,
HOU-R-00508,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1969-1970,1970,1969-12-06,Centenary,centenary-louisiana,Centenary (LA),No,70,64,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 165,D6 W 70-64 | Centenary,resolved,,,,,,,,
HOU-R-00509,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1969-1970,1970,1969-12-12,Nebraska,nebraska,Nebraska,Yes,112,82,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 165,D12 W 112-82 | Nebraska,resolved,,,,,,,,
HOU-R-00510,houston,2025-26 Houston Men’s Basketball Media Guide — Year-by-Year Results,1969-1970,1970,1969-12-13,Kent State,kent-state,Kent State,Yes,74,66,W,0,,,HOME_BOLD,SOURCE_PROGRAM_HOME,,Hofheinz Pavilion,Houston,TX,,,REGULAR_SEASON,,printed page 165,D13 W 74-66 | Kent State,resolved,,,,,,,,
