index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
125,texas-a-m,Gonzaga,gonzaga,Gonzaga,Yes,3,2015-2016,2019-2020,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
126,texas-a-m,GRAMBLING,grambling,Grambling,Yes,2,2003-2004,2004-2005,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
127,texas-a-m,GRAMBLING STATE,grambling,Grambling,Yes,2,2005-2006,2006-2007,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
128,texas-a-m,Green Bay,green-bay,Green Bay,Yes,1,2015-2016,2015-2016,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
129,texas-a-m,Hartford,hartford,Hartford,No,2,1986-1987,2014-2015,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
130,texas-a-m,Harvard,harvard,Harvard,Yes,1,2019-2020,2019-2020,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
131,texas-a-m,Hawaii,hawai-i,Hawai'i,Yes,1,1989-1990,1989-1990,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
132,texas-a-m,Hawai’i,hawai-i,Hawai'i,Yes,1,1987-1988,1987-1988,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
133,texas-a-m,HBU,houston-christian,Houston Christian,Yes,1,2021-2022,2021-2022,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
134,texas-a-m,HCU,houston-christian,Houston Christian,Yes,1,2023-2024,2023-2024,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
135,texas-a-m,Holy Cross,holy-cross,Holy Cross,Yes,2,1989-1990,1994-1995,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
136,texas-a-m,Houston,houston,Houston,Yes,88,1946-1947,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
137,texas-a-m,Houston All-Stars,houston-all-stars,Houston All-stars,No,1,1936-1937,1936-1937,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
138,texas-a-m,HOUSTON BAPTIST,houston-christian,Houston Christian,Yes,9,1973-1974,2012-2013,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
139,texas-a-m,Houston Christian,houston-christian,Houston Christian,Yes,1,2024-2025,2024-2025,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
140,texas-a-m,Houston HS,houston-hs,Houston Hs,No,2,1912-1913,1913-1914,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
141,texas-a-m,Houston Regal Brew,houston-regal-brew,Houston Regal Brew,No,1,1935-1936,1935-1936,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
142,texas-a-m,Houston Sec. Presb.,houston-sec-presb,Houston Sec. Presb.,No,1,1938-1939,1938-1939,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
143,texas-a-m,HOUSTON TRIANGLES,houston-triangles,Houston Triangles,No,3,1921-1922,1929-1930,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
144,texas-a-m,HOUSTON YMCA,houston-ymca,Houston Ymca,No,5,1926-1927,1946-1947,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
145,texas-a-m,HOWARD PAYNE,howard-payne,Howard Payne,No,2,1913-1914,1913-1914,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
146,texas-a-m,Humble Oil Co.,humble-oil-co,Humble Oil Co.,No,1,1931-1932,1931-1932,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
147,texas-a-m,Humble Oilers,humble-oilers,Humble Oilers,No,1,1934-1935,1934-1935,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
148,texas-a-m,Hunt Oilers,hunt-oilers,Hunt Oilers,No,2,1933-1934,1934-1935,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
149,texas-a-m,Idaho State,idaho-state,Idaho State,Yes,2,1989-1990,2006-2007,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
150,texas-a-m,Illinois,illinois,Illinois,Yes,3,1978-1979,1982-1983,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
151,texas-a-m,Illinois State,illinois-state,Illinois State,Yes,2,1984-1985,2013-2014,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
152,texas-a-m,Illinois-Chicago,uic,UIC,Yes,3,1995-1996,2001-2002,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
153,texas-a-m,Indiana,indiana,Indiana,Yes,4,1974-1975,1989-1990,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
154,texas-a-m,Iona,iona,Iona,Yes,2,1979-1980,1986-1987,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
155,texas-a-m,IOWA STATE,iowa-state,Iowa State,Yes,21,1996-1997,2023-2024,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
156,texas-a-m,JACKSON STATE,jackson-state,Jackson State,Yes,1,2008-2009,2008-2009,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
157,texas-a-m,Jacksonville,jacksonville,Jacksonville,Yes,3,1935-1936,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
158,texas-a-m,James Madison,james-madison,James Madison,Yes,1,1980-1981,1980-1981,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
159,texas-a-m,Kansas,kansas,Kansas,Yes,22,1967-1968,2017-2018,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
160,texas-a-m,Kansas State,kansas-state,Kansas State,Yes,28,1960-1961,2020-2021,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
161,texas-a-m,Kansas Wesleyan,kansas-wesleyan,Kansas Wesleyan,No,1,1939-1940,1939-1940,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
162,texas-a-m,Kelley Field,kelley-field,Kelley Field,No,1,1945-1946,1945-1946,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
163,texas-a-m,Kelly Field,kelly-field,Kelly Field,No,1,1918-1919,1918-1919,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
164,texas-a-m,Kent State,kent-state,Kent State,Yes,3,1969-1970,2008-2009,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
165,texas-a-m,Kentucky,kentucky,Kentucky,Yes,21,1941-1942,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
166,texas-a-m,La Salle,la-salle,La Salle,Yes,3,1975-1976,1982-1983,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
167,texas-a-m,LA TECH,louisiana-tech,Louisiana Tech,Yes,1,2014-2015,2014-2015,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
168,texas-a-m,Lafayette,lafayette,Lafayette,Yes,1,1982-1983,1982-1983,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
169,texas-a-m,Lamar,lamar,Lamar,Yes,11,1979-1980,2024-2025,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
170,texas-a-m,Lamar Tech,lamar-tech,Lamar Tech,No,5,1953-1954,1970-1971,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
171,texas-a-m,LaSalle,la-salle,La Salle,Yes,1,1999-2000,1999-2000,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
172,texas-a-m,Lehigh,lehigh,Lehigh,Yes,1,1986-1987,1986-1987,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
173,texas-a-m,LIBERTY,liberty,Liberty,Yes,1,2011-2012,2011-2012,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
174,texas-a-m,Long Beach State,long-beach-state,Long Beach State,Yes,2,2000-2001,2001-2002,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
175,texas-a-m,Long Island,long-island-university,Long Island University,Yes,3,1949-1950,2003-2004,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
176,texas-a-m,Louisiana Sulp. Co.,louisiana-sulp-co,Louisiana Sulp. Co.,No,1,1936-1937,1936-1937,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
177,texas-a-m,LOUISIANA TECH,louisiana-tech,Louisiana Tech,Yes,6,1966-1967,2012-2013,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
178,texas-a-m,Louisville,louisville,Louisville,Yes,3,1975-1976,2006-2007,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
179,texas-a-m,Loyola (Chicago),loyola-chicago,Loyola Chicago,Yes,1,1989-1990,1989-1990,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
180,texas-a-m,Loyola (New Orleans),loyola-new-orleans,Loyola (new Orleans),No,1,1956-1957,1956-1957,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
181,texas-a-m,Loyola Chicago,loyola-chicago,Loyola Chicago,Yes,1,2022-2023,2022-2023,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
182,texas-a-m,Loyola Marymount,loyola-marymount,Loyola Marymount,Yes,3,1993-1994,2001-2002,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
183,texas-a-m,Loyola-Chicago,loyola-chicago,Loyola Chicago,Yes,1,1979-1980,1979-1980,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
184,texas-a-m,LSU,lsu,LSU,Yes,54,1916-1917,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
185,texas-a-m,Magnolia Dealers,magnolia-dealers,Magnolia Dealers,No,2,1937-1938,1937-1938,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
186,texas-a-m,Magnolia Mobiloilers,magnolia-mobiloilers,Magnolia Mobiloilers,No,1,1936-1937,1936-1937,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
187,texas-a-m,Magnolia Oilers,magnolia-oilers,Magnolia Oilers,No,1,1936-1937,1936-1937,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
188,texas-a-m,Maine,maine,Maine,Yes,1,1980-1981,1980-1981,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
189,texas-a-m,Manhattan,manhattan,Manhattan,Yes,4,1951-1952,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
190,texas-a-m,Marlin HS,marlin-hs,Marlin Hs,No,1,1912-1913,1912-1913,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
191,texas-a-m,Marquette,marquette,Marquette,Yes,2,1982-1983,1984-1985,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
192,texas-a-m,Marshall,marshall,Marshall,Yes,4,1951-1952,2018-2019,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
193,texas-a-m,MARYLAND-EASTERN SHORE,maryland-eastern-shore,Maryland Eastern Shore,Yes,1,1997-1998,1997-1998,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
194,texas-a-m,McCloskey General Hospital,mccloskey-general-hospital,Mccloskey General Hospital,No,1,1944-1945,1944-1945,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
195,texas-a-m,McNEESE STATE,mcneese,McNeese,Yes,6,1994-1995,2013-2014,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
196,texas-a-m,Memphis,memphis,Memphis,Yes,3,2006-2007,2023-2024,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
197,texas-a-m,Memphis State,memphis,Memphis,Yes,8,1955-1956,1966-1967,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
198,texas-a-m,Mercer,mercer,Mercer,Yes,2,1990-1991,2014-2015,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
199,texas-a-m,Miami (Fla.),miami,Miami (FL),Yes,3,1956-1957,2002-2003,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
200,texas-a-m,Miami (Ohio),miami-oh,Miami (OH),Yes,2,1977-1978,1981-1982,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
201,texas-a-m,Michigan,michigan,Michigan,Yes,3,1962-1963,2024-2025,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
202,texas-a-m,Michigan State,michigan-state,Michigan State,Yes,2,1971-1972,1989-1990,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
203,texas-a-m,MIDWESTERN,midwestern,Midwestern,No,1,1959-1960,1959-1960,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
204,texas-a-m,MIDWESTERN STATE,midwestern-state,Midwestern State,No,1,1969-1970,1969-1970,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
205,texas-a-m,Minnesota,minnesota,Minnesota,Yes,3,1979-1980,2018-2019,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
206,texas-a-m,Mississippi,ole-miss,Ole Miss,Yes,1,1972-1973,1972-1973,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
207,texas-a-m,Mississippi Southern,mississippi-southern,Mississippi Southern,No,2,1956-1957,1962-1963,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
208,texas-a-m,Mississippi State,mississippi-state,Mississippi State,Yes,21,1963-1964,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
209,texas-a-m,Mississippi Valley St.,mississippi-valley-state,Mississippi Valley State,Yes,1,2002-2003,2002-2003,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
210,texas-a-m,MISSISSIPPI VALLEY STATE,mississippi-valley-state,Mississippi Valley State,Yes,3,2005-2006,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
211,texas-a-m,Missouri,missouri,Missouri,Yes,48,1969-1970,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
212,texas-a-m,Missouri State,missouri-state,Missouri State,Yes,1,2013-2014,2013-2014,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
213,texas-a-m,MISSOURI-KANSAS CITY,kansas-city,Kansas City,Yes,2,1991-1992,1991-1992,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
214,texas-a-m,MONTANA,montana,Montana,Yes,2,2014-2015,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
215,texas-a-m,MONTANA STATE,montana-state,Montana State,Yes,2,1993-1994,1994-1995,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
216,texas-a-m,Morehead TC,morehead-tc,Morehead Tc,No,1,1946-1947,1946-1947,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
217,texas-a-m,MORRIS BROWN,morris-brown,Morris Brown,No,1,2000-2001,2000-2001,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
218,texas-a-m,Murray State,murray-state,Murray State,Yes,1,2022-2023,2022-2023,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
219,texas-a-m,Murray Teachers,murray-teachers,Murray Teachers,No,1,1946-1947,1946-1947,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
220,texas-a-m,N. Carolina,north-carolina,North Carolina,Yes,1,1979-1980,1979-1980,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
221,texas-a-m,Navy,navy,Navy,Yes,1,1956-1957,1956-1957,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
222,texas-a-m,NC State,nc-state,NC State,Yes,1,1978-1979,1978-1979,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
223,texas-a-m,Nebraska,nebraska,Nebraska,Yes,21,1969-1970,2023-2024,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
224,texas-a-m,Nevada,nevada,Nevada,Yes,2,1976-1977,1978-1979,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
225,texas-a-m,New Mexico,new-mexico,New Mexico,Yes,8,1966-1967,2014-2015,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
226,texas-a-m,New Orleans,new-orleans,New Orleans,Yes,5,1992-1993,2021-2022,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
227,texas-a-m,New York,new-york,New York,No,1,1966-1967,1966-1967,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
228,texas-a-m,Niagara,niagara,Niagara,Yes,1,1949-1950,1949-1950,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
229,texas-a-m,NICHOLLS STATE,nicholls,Nicholls,Yes,1,2010-2011,2010-2011,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
230,texas-a-m,Normoyle 4051 Base Unit,normoyle-4051-base-unit,Normoyle 4051 Base Unit,No,1,1944-1945,1944-1945,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
231,texas-a-m,North Carolina,north-carolina,North Carolina,Yes,3,2000-2001,2017-2018,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
232,texas-a-m,NORTH CAROLINA A&T,north-carolina-a-t,North Carolina A&T,Yes,3,1996-1997,2004-2005,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
233,texas-a-m,NORTH DAKOTA,north-dakota,North Dakota,Yes,2,2008-2009,2009-2010,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
234,texas-a-m,NORTH FLORIDA,north-florida,North Florida,Yes,1,2021-2022,2021-2022,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
235,texas-a-m,North Texas,north-texas,North Texas,Yes,9,1938-1939,2013-2014,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
236,texas-a-m,NORTH TEXAS STATE,north-texas,North Texas,Yes,8,1946-1947,1979-1980,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
237,texas-a-m,North Texas TC,north-texas-tc,North Texas Tc,No,3,1936-1937,1936-1937,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
238,texas-a-m,NORTHERN ILLINOIS,northern-illinois,Northern Illinois,Yes,2,1992-1993,1993-1994,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
239,texas-a-m,Northern Iowa,northern-iowa,Northern Iowa,Yes,1,1996-1997,1996-1997,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
240,texas-a-m,NORTHERN KENTUCKY,northern-kentucky,Northern Kentucky,Yes,1,2017-2018,2017-2018,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
241,texas-a-m,Northwestern,northwestern,Northwestern,Yes,5,1969-1970,1993-1994,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
242,texas-a-m,NORTHWESTERN STATE,northwestern-state,Northwestern State,Yes,13,1969-1970,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
243,texas-a-m,Notre Dame,notre-dame,Notre Dame,Yes,1,2021-2022,2021-2022,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
244,texas-a-m,NTCC,ntcc,Ntcc,No,1,1941-1942,1941-1942,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
245,texas-a-m,NTSC,ntsc,Ntsc,No,1,1939-1940,1939-1940,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
246,texas-a-m,NW LOUISIANA,nw-louisiana,Nw Louisiana,No,1,1952-1953,1952-1953,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
247,texas-a-m,OAKLAND,oakland,Oakland,Yes,3,2002-2003,2004-2005,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
248,texas-a-m,Ohio State,ohio-state,Ohio State,Yes,5,1947-1948,2024-2025,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
249,texas-a-m,Oklahoma,oklahoma,Oklahoma,Yes,47,1960-1961,2025-2026,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
250,texas-a-m,Oklahoma A&M,oklahoma-state,Oklahoma State,Yes,10,1917-1918,1949-1950,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
251,texas-a-m,Oklahoma Baptist,oklahoma-baptist,Oklahoma Baptist,No,1,1938-1939,1938-1939,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
252,texas-a-m,Oklahoma Christian,oklahoma-christian,Oklahoma Christian,No,1,1973-1974,1973-1974,RESOLVED,Texas A&M official source label normalized conservatively; current-D1 aliases standardized where independently clear; historical/non-current identities retained as stable research keys.,,
