index,source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
0,ucla,20th Century-Fox,20th-century-fox,20th Century-Fox,No,13,1939-1940,1948-1949,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
128,ucla,Los Angeles AC,los-angeles-athletic-club,Los Angeles Athletic Club,No,6,1925-1926,1931-1932,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
129,ucla,Los Angeles City College,los-angeles-city-college,Los Angeles City College,No,3,1938-1939,1944-1945,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
130,ucla,Los Angeles Junior College,los-angeles-city-college,Los Angeles City College,No,6,1932-1933,1937-1938,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
131,ucla,Los Angeles Police,los-angeles-police,Los Angeles Police,No,1,1946-1947,1946-1947,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
132,ucla,Los Angeles Poly HS,los-angeles-polytechnic-high-school,Los Angeles Polytechnic High School,No,2,1919-1920,1919-1920,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
133,ucla,Louisiana Tech,louisiana-tech,Louisiana Tech,Yes,1,2008-2009,2008-2009,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
134,ucla,Louisiana-Lafayette,louisiana,Louisiana,Yes,1,2015-2016,2015-2016,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
135,ucla,Louisville,louisville,Louisville,Yes,22,1971-1972,1998-1999,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
136,ucla,Loyola Marymount,loyola-marymount,Loyola Marymount,Yes,19,1937-1938,2018-2019,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
137,ucla,Loyola-Chicago,loyola-chicago,Loyola Chicago,Yes,11,1941-1942,1974-1975,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
138,ucla,LSU,lsu,LSU,Yes,8,1950-1951,2005-2006,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
139,ucla,Maine,maine,Maine,Yes,1,1999-2000,1999-2000,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
140,ucla,Manual Arts HS,manual-arts-high-school,Manual Arts High School,No,1,1919-1920,1919-1920,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
141,ucla,March Field,march-field,March Field,No,2,1943-1944,1944-1945,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
142,ucla,Marquette,marquette,Marquette,Yes,5,1949-1950,2023-2024,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
143,ucla,Maryland,maryland,Maryland,Yes,12,1973-1974,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
144,ucla,McNeese State,mcneese,McNeese,Yes,1,2015-2016,2015-2016,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
145,ucla,Memphis,memphis,Memphis,Yes,7,1972-1973,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
146,ucla,Mercer,mercer,Mercer,Yes,1,2008-2009,2008-2009,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
147,ucla,Miami (Florida),miami,Miami (FL),Yes,4,1969-1970,1997-1998,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
148,ucla,Miami (Ohio),miami-oh,Miami (OH),Yes,1,2008-2009,2008-2009,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
149,ucla,Michigan,michigan,Michigan,Yes,21,1959-1960,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
150,ucla,Michigan State,michigan-state,Michigan State,Yes,14,1952-1953,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
151,ucla,Middle Tennessee State,middle-tennessee,Middle Tennessee,Yes,1,2011-2012,2011-2012,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
152,ucla,Minnesota,minnesota,Minnesota,Yes,9,1959-1960,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
153,ucla,Mississippi,ole-miss,Ole Miss,Yes,1,2001-2002,2001-2002,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
154,ucla,Mississippi State,mississippi-state,Mississippi State,Yes,2,1994-1995,2009-2010,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
155,ucla,Mississippi Valley State,mississippi-valley-state,Mississippi Valley State,Yes,1,2007-2008,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
156,ucla,Missouri,missouri,Missouri,Yes,8,1956-1957,2013-2014,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
157,ucla,Monmouth,monmouth,Monmouth,Yes,1,2015-2016,2015-2016,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
158,ucla,Montana,montana,Montana,Yes,5,1930-1931,2010-2011,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
159,ucla,Montana State,montana-state,Montana State,Yes,3,1925-1926,2014-2015,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
160,ucla,Morehead State,morehead-state,Morehead State,Yes,1,2013-2014,2013-2014,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
161,ucla,Morgan State,morgan-state,Morgan State,Yes,2,1996-1997,1999-2000,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
162,ucla,N.C. State,nc-state,NC State,Yes,3,1973-1974,1993-1994,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
163,ucla,Nebraska,nebraska,Nebraska,Yes,10,1938-1939,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
164,ucla,Nevada,nevada,Nevada,Yes,5,1932-1933,2013-2014,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
165,ucla,New Mexico,new-mexico,New Mexico,Yes,5,1954-1955,2024-2025,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
166,ucla,New Mexico State,new-mexico-state,New Mexico State,Yes,9,1939-1940,2009-2010,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
167,ucla,New York University,nyu,NYU,No,2,1946-1947,1960-1961,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
168,ucla,Niagara,niagara,Niagara,Yes,1,1954-1955,1954-1955,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
169,ucla,Nicholls State,nicholls,Nicholls,Yes,1,2014-2015,2014-2015,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
170,ucla,Norfolk State,norfolk-state,Norfolk State,Yes,1,2022-2023,2022-2023,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
171,ucla,North American Aviation,north-american-aviation,North American Aviation,No,1,1939-1940,1939-1940,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
172,ucla,North Carolina,north-carolina,North Carolina,Yes,15,1967-1968,2024-2025,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
173,ucla,North Carolina State,nc-state,NC State,Yes,1,1994-1995,1994-1995,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
174,ucla,North Dakota,north-dakota,North Dakota,Yes,1,1928-1929,1928-1929,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
175,ucla,North Florida,north-florida,North Florida,Yes,1,2021-2022,2021-2022,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
176,ucla,North Texas,north-texas,North Texas,Yes,1,1988-1989,1988-1989,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
177,ucla,Northern Arizona,northern-arizona,Northern Arizona,Yes,2,1997-1998,2002-2003,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
178,ucla,Northwestern,northwestern,Northwestern,Yes,8,1948-1949,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
179,ucla,Notre Dame,notre-dame,Notre Dame,Yes,50,1952-1953,2019-2020,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
180,ucla,Oakland,oakland,Oakland,Yes,2,2006-2007,2013-2014,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
181,ucla,Oakland Bittners,oakland-bittners,Oakland Bittners,No,1,1947-1948,1947-1948,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
182,ucla,Occidental,occidental,Occidental,No,22,1919-1920,1956-1957,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
183,ucla,Ohio,ohio,Ohio,Yes,2,1973-1974,1996-1997,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
184,ucla,Ohio State,ohio-state,Ohio State,Yes,15,1936-1937,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
185,ucla,Oklahoma,oklahoma,Oklahoma,Yes,4,1957-1958,2014-2015,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
186,ucla,Oklahoma City,oklahoma-city,Oklahoma City,No,1,1951-1952,1951-1952,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
187,ucla,Oklahoma State,oklahoma-state,Oklahoma State,Yes,6,1959-1960,1998-1999,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
188,ucla,Old Dominion,old-dominion,Old Dominion,Yes,1,1979-1980,1979-1980,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
189,ucla,Oral Roberts,oral-roberts,Oral Roberts,Yes,3,1984-1985,1991-1992,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
190,ucla,Oregon,oregon,Oregon,Yes,141,1936-1937,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
191,ucla,Oregon Agriculture College,oregon-state,Oregon State,Yes,3,1924-1925,1926-1927,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
192,ucla,Oregon State,oregon-state,Oregon State,Yes,142,1936-1937,2023-2024,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
193,ucla,Pacific,pacific,Pacific,Yes,6,1953-1954,2016-2017,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
194,ucla,Pacific Coast Club,pacific-coast-club,Pacific Coast Club,No,2,1926-1927,1927-1928,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
195,ucla,Pasadena Majors,pasadena-majors,Pasadena Majors,No,2,1931-1932,1932-1933,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
196,ucla,Penn State,penn-state,Penn State,Yes,3,1990-1991,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
197,ucla,Pennsylvania,pennsylvania,Penn,Yes,2,1987-1988,2011-2012,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
198,ucla,Pepperdine,pepperdine,Pepperdine,Yes,26,1943-1944,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
199,ucla,Pittsburgh,pittsburgh,Pittsburgh,Yes,7,1948-1949,2006-2007,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
200,ucla,Pomona,pomona,Pomona,No,22,1919-1920,1938-1939,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
201,ucla,Portland,portland,Portland,Yes,5,1966-1967,2016-2017,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
202,ucla,Portland State,portland-state,Portland State,Yes,1,2007-2008,2007-2008,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
203,ucla,Prairie View A&M,prairie-view-a-m,Prairie View A&M,Yes,4,2008-2009,2024-2025,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
204,ucla,Presbyterian,presbyterian,Presbyterian,Yes,2,2018-2019,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
205,ucla,Princeton,princeton,Princeton,Yes,3,1968-1969,1995-1996,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
206,ucla,Providence,providence,Providence,Yes,2,1968-1969,1972-1973,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
207,ucla,Purdue,purdue,Purdue,Yes,16,1937-1938,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
208,ucla,Purdue Fort Wayne,purdue-fort-wayne,Purdue Fort Wayne,Yes,1,2018-2019,2018-2019,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
209,ucla,Redlands,redlands,Redlands,No,18,1919-1920,1946-1947,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
210,ucla,Rice,rice,Rice,Yes,2,1970-1971,1976-1977,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
211,ucla,Richmond,richmond,Richmond,Yes,1,2011-2012,2011-2012,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
212,ucla,Rider,rider,Rider,Yes,1,2024-2025,2024-2025,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
213,ucla,Robert Morris,robert-morris,Robert Morris,Yes,1,1991-1992,1991-1992,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
214,ucla,Roosevelt Base,roosevelt-base,Roosevelt Base,No,1,1943-1944,1943-1944,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
215,ucla,Rutgers,rutgers,Rutgers,Yes,6,1975-1976,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
216,ucla,Sacramento Senators,sacramento-senators,Sacramento Senators,No,1,1947-1948,1947-1948,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
217,ucla,Sacramento State,sacramento-state,Sacramento State,Yes,4,2005-2006,2025-2026,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
218,ucla,Saint Louis,saint-louis,Saint Louis,Yes,7,1956-1957,1997-1998,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
219,ucla,Saint Mary’s,saint-mary-s,Saint Mary's,Yes,14,1933-1934,2021-2022,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
220,ucla,Sam Houston State,sam-houston,Sam Houston,Yes,1,2006-2007,2006-2007,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
221,ucla,San Diego,san-diego,San Diego,Yes,6,1989-1990,2020-2021,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
222,ucla,San Diego Coast Guard,san-diego-coast-guard,San Diego Coast Guard,No,1,1944-1945,1944-1945,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
223,ucla,San Diego Dons,san-diego-dons,San Diego Dons,No,1,1945-1946,1945-1946,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
224,ucla,San Diego Marines,san-diego-marines,San Diego Marines,No,1,1944-1945,1944-1945,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
225,ucla,San Diego Naval TC,san-diego-naval-training-center,San Diego Naval Training Center,No,3,1943-1944,1945-1946,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
226,ucla,San Diego Navy,san-diego-navy,San Diego Navy,No,1,1944-1945,1944-1945,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
227,ucla,San Diego State,san-diego-state,San Diego State,Yes,22,1924-1925,2020-2021,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
228,ucla,San Francisco,san-francisco,San Francisco,Yes,22,1940-1941,1998-1999,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
229,ucla,San Francisco Athens AC,san-francisco-athens-athletic-club,San Francisco Athens Athletic Club,No,1,1933-1934,1933-1934,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
230,ucla,San Francisco Olympic Club,san-francisco-olympic-club,San Francisco Olympic Club,No,2,1924-1925,1933-1934,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
231,ucla,San Jose State,san-jose-state,San Jose State,Yes,10,1934-1935,2019-2020,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
232,ucla,Santa Ana Army AB,santa-ana-army-air-base,Santa Ana Army Air Base,No,3,1942-1943,1944-1945,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
233,ucla,Santa Ana Army Air Base,santa-ana-army-air-base,Santa Ana Army Air Base,No,1,1945-1946,1945-1946,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
234,ucla,Santa Clara,santa-clara,Santa Clara,Yes,38,1932-1933,1998-1999,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
235,ucla,Seattle,seattle-u,Seattle U,Yes,3,1955-1956,2020-2021,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
236,ucla,Seattle University,seattle-u,Seattle U,Yes,2,1975-1976,1977-1978,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
237,ucla,Seton Hall,seton-hall,Seton Hall,Yes,1,1992-1993,1992-1993,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
238,ucla,SMU,smu,SMU,Yes,3,1973-1974,2014-2015,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
239,ucla,South Carolina,south-carolina,South Carolina,Yes,1,2001-2002,2001-2002,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
240,ucla,South Carolina State,south-carolina-state,South Carolina State,Yes,1,2017-2018,2017-2018,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
241,ucla,South Dakota,south-dakota,South Dakota,Yes,1,2017-2018,2017-2018,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
242,ucla,South Florida,south-florida,South Florida,Yes,1,1999-2000,1999-2000,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
243,ucla,Southern Illinois,southern-illinois,Southern Illinois,Yes,3,1975-1976,2008-2009,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
244,ucla,Southern Utah,southern-utah,Southern Utah,Yes,2,2019-2020,2024-2025,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
245,ucla,St. Bonaventure,st-bonaventure,St. Bonaventure,Yes,3,1973-1974,2017-2018,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
246,ucla,St. Francis (Pa.),saint-francis-pa,Saint Francis (PA),No,2,2018-2019,2023-2024,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
247,ucla,St. John’s,st-john-s,St. John's,Yes,10,1955-1956,2011-2012,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
248,ucla,St. Joseph’s,saint-joseph-s,Saint Joseph's,Yes,2,1946-1947,1947-1948,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
249,ucla,St. Mary’s Pre-Flight,st-marys-pre-flight,St. Mary's Pre-Flight,No,2,1942-1943,1945-1946,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,Owner approved complete NON_D1 sanity scan on 2026-09-02.
250,ucla,Stanford,stanford,Stanford,Yes,250,1924-1925,2023-2024,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
251,ucla,Stephen F. Austin,stephen-f-austin,Stephen F. Austin,Yes,2,1995-1996,2013-2014,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
252,ucla,Syracuse,syracuse,Syracuse,Yes,2,1998-1999,1999-2000,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
253,ucla,TCU,tcu,TCU,Yes,1,1971-1972,1971-1972,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
254,ucla,Temple,temple,Temple,Yes,5,1980-1981,2005-2006,RESOLVED,UCLA official source-label normalization; current-D1 aliases reconciled to protected-main program identities; historical/non-current identities retained conservatively.,,
