index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id,site_research_status,site_research_basis
394,MSURAW-00395,mississippi-state,2025-26_record_book,1935-1936,1936,1936-01-13,LSU,LSU,lsu,Yes,49,38,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,01/13 LSU [SEC]  W  49-38 5-0 • 3-0,resolved,,,,,,,
395,MSURAW-00396,mississippi-state,2025-26_record_book,1935-1936,1936,1936-01-14,LSU,LSU,lsu,Yes,30,32,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,01/14 LSU [SEC]   L 32-30 5-1 • 3-1,resolved,,,,,,,
396,MSURAW-00397,mississippi-state,2025-26_record_book,1935-1936,1936,1936-01-29,Alabama,Alabama,alabama,Yes,33,20,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,01/29 Alabama [SEC]  W  33-20 6-1 • 4-1,resolved,,,,,,,
397,MSURAW-00398,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-07,Ole Miss,Ole Miss,ole-miss,Yes,42,48,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/07 Ole Miss [SEC]   L 48-42 6-2 • 4-2,resolved,,,,,,,
398,MSURAW-00399,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-08,Ole Miss,Ole Miss,ole-miss,Yes,39,38,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/08 Ole Miss [SEC]  W  39-38 7-2 • 5-2,resolved,,,,,,,
399,MSURAW-00400,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-10,LSU,LSU,lsu,Yes,37,43,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/10 at LSU [SEC]   L 43-37 7-3 • 5-3,resolved,,,,,,,
400,MSURAW-00401,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-11,LSU,LSU,lsu,Yes,40,45,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/11 at LSU [SEC]   L 45-40 7-4 • 5-4,resolved,,,,,,,
401,MSURAW-00402,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-13,Tulane,Tulane,tulane,Yes,45,31,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/13 Tulane [SEC]  W  45-31 8-4 • 6-4,resolved,,,,,,,
402,MSURAW-00403,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-14,Tulane,Tulane,tulane,Yes,45,32,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/14 Tulane [SEC]  W  45-32 9-4 • 7-4,resolved,,,,,,,
403,MSURAW-00404,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-20,Ole Miss,Ole Miss,ole-miss,Yes,51,43,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/20 at Ole Miss [SEC]  W  51-43 10-4 • 8-4,resolved,,,,,,,
404,MSURAW-00405,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-21,Ole Miss,Ole Miss,ole-miss,Yes,41,32,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/21 at Ole Miss [SEC]  W  41-32 11-4 • 9-4,resolved,,,,,,,
405,MSURAW-00406,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-24,Alabama,Alabama,alabama,Yes,19,54,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/24 at Alabama [SEC]   L 54-19 11-5 • 9-5,resolved,,,,,,,
406,MSURAW-00407,mississippi-state,2025-26_record_book,1935-1936,1936,1936-02-28,Kentucky,Kentucky,kentucky,Yes,39,41,L,0,,,N,NEUTRAL,Alumni Memorial Gym,Alumni Gym,Knoxville,TN,SEC Tournament,Quarterfinals,CONFERENCE_TOURNAMENT,,PDF p. 317,02/29 vs. Kentucky   L 41-39 11-6,resolved,Dedicated Mississippi State SEC Tournament Results section (record-book p. 220) gives 02/28/1936; year-by-year raw line prints 02/29. Dedicated tournament result controls normalized date; raw_text is preserved.,,,,,,
407,MSURAW-00408,mississippi-state,2025-26_record_book,1936-1937,1937,1936-12-12,Mississippi College,Mississippi College,mississippi-college,No,36,25,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,12/12 Mississippi College  W  36-25 1-0,resolved,,,,,,,
408,MSURAW-00409,mississippi-state,2025-26_record_book,1936-1937,1937,1936-12-14,Millsaps College,Millsaps,millsaps,No,32,16,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,12/14 Millsaps College  W  32-16 2-0,resolved,,,,,,,
409,MSURAW-00410,mississippi-state,2025-26_record_book,1936-1937,1937,1937-01-08,Florida,Florida,florida,Yes,27,25,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/08 at Florida [SEC]  W  27-25 3-0 • 1-0,resolved,,,,,,,
410,MSURAW-00411,mississippi-state,2025-26_record_book,1936-1937,1937,1937-01-09,Florida,Florida,florida,Yes,33,16,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/09 at Florida [SEC]  W  33-16 4-0 • 2-0,resolved,,,,,,,
411,MSURAW-00412,mississippi-state,2025-26_record_book,1936-1937,1937,1937-01-11,Duke,Duke,duke,Yes,33,29,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/11 at Duke  W  33-29 5-0,resolved,,,,,,,
412,MSURAW-00413,mississippi-state,2025-26_record_book,1936-1937,1937,1937-01-12,Saint Joseph’s,Saint Joseph's,saint-joseph-s,Yes,28,36,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/12 at Saint Joseph’s   L 36-28 5-1,resolved,,,,,,,
413,MSURAW-00414,mississippi-state,2025-26_record_book,1936-1937,1937,1937-01-13,Catholic University,Catholic University,catholic-university,No,41,28,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/13 at Catholic University  W  41-28 6-1,resolved,,,,,,,
414,MSURAW-00415,mississippi-state,2025-26_record_book,1936-1937,1937,1937-01-16,LSU,LSU,lsu,Yes,53,36,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,01/16 LSU [SEC]  W  53-36 7-1 • 3-0,resolved,,,,,,,
415,MSURAW-00416,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-04,Loyola • New Orleans,Loyola New Orleans,loyola-new-orleans,No,59,44,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/04 Loyola • New Orleans  W  59-44 8-1,resolved,,,,,,,
416,MSURAW-00417,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-05,Loyola • New Orleans,Loyola New Orleans,loyola-new-orleans,No,37,25,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/05 Loyola • New Orleans  W  37-25 9-1,resolved,,,,,,,
417,MSURAW-00418,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-06,Millsaps College,Millsaps,millsaps,No,49,27,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/06 Millsaps College  W  49-27 10-1,resolved,,,,,,,
418,MSURAW-00419,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-09,Ole Miss,Ole Miss,ole-miss,Yes,36,40,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/09 Ole Miss [SEC]   L 40-36 10-2 • 3-1,resolved,,,,,,,
419,MSURAW-00420,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-10,Ole Miss,Ole Miss,ole-miss,Yes,43,34,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/10 Ole Miss [SEC]   W  43-34 11-2 • 4-1,resolved,,,,,,,
420,MSURAW-00421,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-12,Tulane,Tulane,tulane,Yes,33,23,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/12 at Tulane [SEC]  W  33-23 12-2 • 5-1,resolved,,,,,,,
421,MSURAW-00422,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-13,Tulane,Tulane,tulane,Yes,29,41,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/13 at Tulane [SEC]   L 41-29 12-3 • 5-2,resolved,,,,,,,
422,MSURAW-00423,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-15,LSU,LSU,lsu,Yes,41,42,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/15 at LSU [SEC]   L 42-41 12-4 • 5-3,resolved,,,,,,,
423,MSURAW-00424,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-16,LSU,LSU,lsu,Yes,39,38,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/16 at LSU [SEC]  W  39-38 13-4 • 6-3,resolved,,,,,,,
424,MSURAW-00425,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-17,Mississippi College,Mississippi College,mississippi-college,No,46,42,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/17 at Mississippi College  W  46-42 14-4,resolved,,,,,,,
425,MSURAW-00426,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-18,Mexico City YMCA,Mexico City YMCA,mexico-city-ymca,No,41,16,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/18 Mexico City YMCA   W  41-16 15-4,resolved,,,,,,,
426,MSURAW-00427,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-19,Alabama,Alabama,alabama,Yes,20,32,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/19 Alabama [SEC]   L 32-20 15-5 • 6-4,resolved,,,,,,,
427,MSURAW-00428,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-20,Alabama,Alabama,alabama,Yes,25,38,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/20 at Alabama [SEC]   L 38-25 15-6 • 6-5,resolved,,,,,,,
428,MSURAW-00429,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-22,Ole Miss,Ole Miss,ole-miss,Yes,34,36,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/22 at Ole Miss [SEC]   L 36-34 15-7 • 6-6,resolved,,,,,,,
429,MSURAW-00430,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-23,Ole Miss,Ole Miss,ole-miss,Yes,42,50,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/23 at Ole Miss [SEC]   L 50-42 15-8 • 6-7,resolved,,,,,,,
430,MSURAW-00431,mississippi-state,2025-26_record_book,1936-1937,1937,1937-02-26,Georgia Tech,Georgia Tech,georgia-tech,Yes,30,43,L,0,,,N,NEUTRAL,Alumni Memorial Gym,Alumni Gym,Knoxville,TN,SEC Tournament,Quarterfinals,CONFERENCE_TOURNAMENT,,PDF p. 317,02/26 vs. Georgia Tech   L 43-30 15-9,resolved,"Source section: SEC TOURNAMENT • QUARTERFINALS • KNOXVILLE, TENNESSEE",,,,,,
431,MSURAW-00432,mississippi-state,2025-26_record_book,1937-1938,1938,1937-12-14,Delta State,Delta State,delta-state,No,51,35,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,12/14 Delta State  W  51-35 1-0,resolved,,,,,,,
432,MSURAW-00433,mississippi-state,2025-26_record_book,1937-1938,1938,1937-12-30,Saint Joseph’s,Saint Joseph's,saint-joseph-s,Yes,23,39,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,12/30 at Saint Joseph’s   L 39-23 1-1,resolved,,,,,,,
433,MSURAW-00434,mississippi-state,2025-26_record_book,1937-1938,1938,1938-01-01,Scranton • Pennsylvania,Scranton,scranton,No,34,35,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/01 at Scranton • Pennsylvania   L 35-34 1-2,resolved,,,,,,,
434,MSURAW-00435,mississippi-state,2025-26_record_book,1937-1938,1938,1938-01-04,Duke,Duke,duke,Yes,25,23,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/04 at Duke  W  25-23 2-2,resolved,,,,,,,
435,MSURAW-00436,mississippi-state,2025-26_record_book,1937-1938,1938,1938-01-05,Tennessee,Tennessee,tennessee,Yes,35,31,W,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/05 at Tennessee [SEC]  W  35-31 3-2 • 1-0,resolved,,,,,,,
436,MSURAW-00437,mississippi-state,2025-26_record_book,1937-1938,1938,1938-01-08,Tennessee,Tennessee,tennessee,Yes,34,31,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,01/08 Tennessee [SEC]  W  34-31 4-2 • 2-0,resolved,,,,,,,
437,MSURAW-00438,mississippi-state,2025-26_record_book,1937-1938,1938,1938-01-11,Ole Miss,Ole Miss,ole-miss,Yes,37,49,L,0,,,N,NEUTRAL,,,Meridian,MS,,,REGULAR_SEASON,,PDF p. 317,01/11 vs. Ole Miss [SEC] [Meridian]   L 49-37 4-3 • 2-1,resolved,,,,,,,
438,MSURAW-00439,mississippi-state,2025-26_record_book,1937-1938,1938,1938-01-12,Ole Miss,Ole Miss,ole-miss,Yes,58,45,W,0,,,N,NEUTRAL,,,Jackson,MS,,,REGULAR_SEASON,,PDF p. 317,01/12 vs. Ole Miss [SEC] [Jackson]  W  58-45 5-3 • 3-1,resolved,"Jackson, MS source location retained; Mississippi-based opponent, so neutral status is preserved under owner convention (2026-08-20). Raw source site evidence preserved.",,,,,,
439,MSURAW-00440,mississippi-state,2025-26_record_book,1937-1938,1938,1938-01-31,LSU,LSU,lsu,Yes,33,38,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,01/31 at LSU [SEC]   L 38-33 5-4 • 3-2,resolved,,,,,,,
440,MSURAW-00441,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-01,LSU,LSU,lsu,Yes,22,31,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/01 at LSU [SEC]   L 31-22 5-5 • 3-3,resolved,,,,,,,
441,MSURAW-00442,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-04,Ole Miss,Ole Miss,ole-miss,Yes,43,41,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/04 Ole Miss  [SEC]  W  43-41 6-5 • 4-3,resolved,,,,,,,
442,MSURAW-00443,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-05,Ole Miss,Ole Miss,ole-miss,Yes,44,45,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/05 Ole Miss [SEC]   L 45-44 6-6 • 4-4,resolved,,,,,,,
443,MSURAW-00444,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-11,Tulane,Tulane,tulane,Yes,41,36,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/11 Tulane [SEC]  W  41-36 7-6 • 5-4,resolved,,,,,,,
444,MSURAW-00445,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-12,Tulane,Tulane,tulane,Yes,34,36,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/12 Tulane [SEC]   L 36-34 7-7 • 5-5,resolved,,,,,,,
445,MSURAW-00446,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-14,LSU,LSU,lsu,Yes,44,66,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/14 LSU [SEC]   L 66-44 7-8 • 5-6,resolved,,,,,,,
446,MSURAW-00447,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-15,LSU,LSU,lsu,Yes,63,46,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/15 LSU [SEC]  W  63-46 8-8 • 6-6,resolved,,,,,,,
447,MSURAW-00448,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-18,Ole Miss,Ole Miss,ole-miss,Yes,38,70,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/18 at Ole Miss [SEC]   L 70-38 8-9 • 6-7,resolved,,,,,,,
448,MSURAW-00449,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-19,Ole Miss,Ole Miss,ole-miss,Yes,45,59,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/19 at Ole Miss [SEC]   L 59-45 8-10 • 6-8,resolved,,,,,,,
449,MSURAW-00450,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-22,Alabama,Alabama,alabama,Yes,35,37,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 317,02/22 at Alabama [SEC]   L 37-35 8-11 • 6-9,resolved,,,,,,,
450,MSURAW-00451,mississippi-state,2025-26_record_book,1937-1938,1938,1938-02-26,Alabama,Alabama,alabama,Yes,44,37,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 317,02/26 Alabama [SEC]  W  44-37 9-11 • 7-9,resolved,,,,,,,
451,MSURAW-00452,mississippi-state,2025-26_record_book,1937-1938,1938,1938-03-03,Tennessee,Tennessee,tennessee,Yes,34,41,L,0,,,N,NEUTRAL,Huey Long Field House,Huey Long Field House,Baton Rouge,LA,SEC Tournament,First Round,CONFERENCE_TOURNAMENT,,PDF p. 317,03/03 vs. Tennessee   L 41-34 9-12,resolved,"Source section: SEC TOURNAMENT • 1ST ROUND • BATON ROUGE, LOUISIANA",,,,,,
452,MSURAW-00453,mississippi-state,2025-26_record_book,1938-1939,1939,1938-12-13,Samford,Samford,samford,Yes,31,29,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,12/13 Samford  W  31-29 1-0,resolved,,,,,,,
453,MSURAW-00454,mississippi-state,2025-26_record_book,1938-1939,1939,1938-12-14,Samford,Samford,samford,Yes,40,43,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,12/14 Samford   L 43-40 1-1,resolved,,,,,,,
454,MSURAW-00455,mississippi-state,2025-26_record_book,1938-1939,1939,1939-01-06,Ole Miss,Ole Miss,ole-miss,Yes,39,40,L,0,,,N,NEUTRAL,,,Meridian,MS,,,REGULAR_SEASON,,PDF p. 318,01/06 vs. Ole Miss [SEC] [Meridian]   L 40-39 1-2 • 0-1,resolved,,,,,,,
455,MSURAW-00456,mississippi-state,2025-26_record_book,1938-1939,1939,1939-01-07,Ole Miss,Ole Miss,ole-miss,Yes,37,33,W,0,,,N,NEUTRAL,,,Jackson,MS,,,REGULAR_SEASON,,PDF p. 318,01/07 vs. Ole Miss [SEC] [Jackson]  W  37-33 2-2 • 1-1,resolved,"Jackson, MS source location retained; Mississippi-based opponent, so neutral status is preserved under owner convention (2026-08-20). Raw source site evidence preserved.",,,,,,
456,MSURAW-00457,mississippi-state,2025-26_record_book,1938-1939,1939,1939-01-11,Rhodes College,Rhodes College,rhodes-college,No,30,28,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/11 Rhodes College  W  30-28 3-2,resolved,,,,,,,
457,MSURAW-00458,mississippi-state,2025-26_record_book,1938-1939,1939,1939-01-12,Rhodes College,Rhodes College,rhodes-college,No,38,28,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/12  Rhodes College  W  38-28 4-2,resolved,,,,,,,
458,MSURAW-00459,mississippi-state,2025-26_record_book,1938-1939,1939,1939-01-14,Tennessee,Tennessee,tennessee,Yes,24,23,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/14 Tennessee [SEC]  W  24-23 5-2 • 2-1,resolved,,,,,,,
459,MSURAW-00460,mississippi-state,2025-26_record_book,1938-1939,1939,1939-01-30,LSU,LSU,lsu,Yes,32,48,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/30 LSU [SEC]   L 48-32 5-3 • 2-2,resolved,,,,,,,
460,MSURAW-00461,mississippi-state,2025-26_record_book,1938-1939,1939,1939-01-31,LSU,LSU,lsu,Yes,31,29,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/31 LSU [SEC]  W  31-29 6-3 • 3-2,resolved,,,,,,,
461,MSURAW-00462,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-03,LSU,LSU,lsu,Yes,45,47,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 318,02/03 at LSU [SEC]   L 47-45 6-4 • 3-3,resolved,,,,,,,
462,MSURAW-00463,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-04,LSU,LSU,lsu,Yes,33,54,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 318,02/04 at LSU [SEC]   L 54-33 6-5 • 3-4,resolved,,,,,,,
463,MSURAW-00464,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-09,Ole Miss,Ole Miss,ole-miss,Yes,43,44,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 318,02/09 at Ole Miss [SEC]   L 44-43 6-6 • 3-5,resolved,,,,,,,
464,MSURAW-00465,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-10,Ole Miss,Ole Miss,ole-miss,Yes,30,33,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 318,02/10 at Ole Miss [SEC]   L 33-30 6-7 • 3-6,resolved,,,,,,,
465,MSURAW-00466,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-13,Kentucky,Kentucky,kentucky,Yes,28,39,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 318,02/13 at Kentucky [SEC]   L 39-28 6-8 • 3-7,resolved,,,,,,,
466,MSURAW-00467,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-14,Tennessee,Tennessee,tennessee,Yes,30,42,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 318,02/14 at Tennessee [SEC]   L 42-30 6-9 • 3-8,resolved,,,,,,,
467,MSURAW-00468,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-20,Alabama,Alabama,alabama,Yes,26,38,L,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,02/20 Alabama [SEC]    L 38-26 6-10 • 3-9,resolved,,,,,,,
468,MSURAW-00469,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-23,Ole Miss,Ole Miss,ole-miss,Yes,39,36,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,02/23 Ole Miss [SEC]  W  39-36 7-10 • 4-9,resolved,,,,,,,
469,MSURAW-00470,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-24,Ole Miss,Ole Miss,ole-miss,Yes,51,27,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,02/24 Ole Miss  [SEC]  W  51-27 8-10 • 5-9,resolved,,,,,,,
470,MSURAW-00471,mississippi-state,2025-26_record_book,1938-1939,1939,1939-02-27,Alabama,Alabama,alabama,Yes,36,49,L,0,,,A,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p. 318,02/27 at Alabama [SEC]   L 49-36 8-11 • 5-10,resolved,,,,,,,
471,MSURAW-00472,mississippi-state,2025-26_record_book,1938-1939,1939,1939-03-01,Vanderbilt,Vanderbilt,vanderbilt,Yes,40,73,L,0,,,N,NEUTRAL,Alumni Memorial Gym,Alumni Gym,Knoxville,TN,SEC Tournament,First Round,CONFERENCE_TOURNAMENT,,PDF p. 318,03/01 vs. Vanderbilt   L 73-40 8-12,resolved,"Source section: SEC TOURNAMENT • 1ST ROUND • KNOXVILLE, TENNESSEE",,,,,,
472,MSURAW-00473,mississippi-state,2025-26_record_book,1939-1940,1940,1940-01-05,Samford,Samford,samford,Yes,45,36,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/05 Samford  W  45-36 1-0,resolved,,,,,,,
473,MSURAW-00474,mississippi-state,2025-26_record_book,1939-1940,1940,1940-01-06,Samford,Samford,samford,Yes,38,32,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/06 Samford  W  38-32 2-0,resolved,,,,,,,
474,MSURAW-00475,mississippi-state,2025-26_record_book,1939-1940,1940,1940-01-13,LSU,LSU,lsu,Yes,49,37,W,0,,,H,SOURCE_PROGRAM_HOME,Tin Gym,Tin Gym,Starkville,MS,,,REGULAR_SEASON,,PDF p. 318,01/13 LSU [SEC]  W  49-37 3-0 • 1-0,resolved,,,,,,,
