index,source_game_id,source_program_key,source_era,season_label,season_year,game_date,source_opponent_label,normalized_opponent_name,normalized_opponent_key,opponent_current_d1,team_score,opponent_score,played_result,overtime_periods,administrative_status,administrative_note,source_site_candidate,curated_site_type,source_venue_name,curated_venue_name,city,state,event_or_tournament,source_round,curated_game_type,curated_postseason_round,source_page,raw_text,normalization_status,notes,site_research_status,site_research_basis,identity_override,identity_override_basis,identity_match_program_key,identity_match_source_game_id
420,UTA-S1-00421,utah,2025_26_record_book_year_by_year,1936-1937,1937,1936-12-23,vs . Colorado,Colorado,colorado,Yes,32,30,W,0,,,vs,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),12/23 vs . Colorado W 32-30,resolved,[STAGE1_CORRECTION RAW_ACCEPTED],RESEARCHED_UNRESOLVED,Utah year-by-year row and surrounding event/footnote context reviewed; source establishes NEUTRAL but the surviving Stage 3A evidence used does not safely establish a physical venue/location.,,,,
421,UTA-S1-00422,utah,2025_26_record_book_year_by_year,1936-1937,1937,1936-12-28,at Simpson (Iowa),Simpson (IA),simpson-iowa,No,42,41,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),12/28 at Simpson (Iowa) W 42-41,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
422,UTA-S1-00423,utah,2025_26_record_book_year_by_year,1936-1937,1937,1936-12-29,at Drake,Drake,drake,Yes,45,23,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),12/29 at Drake W 45-23,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
423,UTA-S1-00424,utah,2025_26_record_book_year_by_year,1936-1937,1937,1936-12-30,at Iowa State,Iowa State,iowa-state,Yes,27,40,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),12/30 at Iowa State L 27-40,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
424,UTA-S1-00425,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-01-01,at Northern Colorado,Northern Colorado,northern-colorado,Yes,46,33,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),01/01 at Northern Colorado W 46-33,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
425,UTA-S1-00426,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-01-02,at Colorado State,Colorado State,colorado-state,Yes,41,25,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),01/02 at Colorado State W 41-25,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
426,UTA-S1-00427,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-01-15,at Montana State*,Montana State,montana-state,Yes,38,54,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),01/15 at Montana State* L 38-54,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
427,UTA-S1-00428,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-01-16,at Montana State*,Montana State,montana-state,Yes,54,49,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),01/16 at Montana State* W 54-49,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
428,UTA-S1-00429,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-01-29,BYU*,BYU,byu,Yes,45,30,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),01/29 BYU* W 45-30,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
429,UTA-S1-00430,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-01-30,BYU*,BYU,byu,Yes,41,40,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),01/30 BYU* W 41-40,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
430,UTA-S1-00431,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-05,at Utah State*,Utah State,utah-state,Yes,40,51,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/05 at Utah State* L 40-51,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
431,UTA-S1-00432,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-06,at Utah State*,Utah State,utah-state,Yes,39,41,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/06 at Utah State* L 39-41,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
432,UTA-S1-00433,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-12,Montana State*,Montana State,montana-state,Yes,51,42,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/12 Montana State* W 51-42,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
433,UTA-S1-00434,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-13,Montana State*,Montana State,montana-state,Yes,34,43,L,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/13 Montana State* L 34-43,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
434,UTA-S1-00435,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-19,at BYU*,BYU,byu,Yes,43,35,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/19 at BYU* W 43-35,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
435,UTA-S1-00436,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-20,at BYU*,BYU,byu,Yes,31,36,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/20 at BYU* L 31-36,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
436,UTA-S1-00437,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-26,Utah State*,Utah State,utah-state,Yes,73,30,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/26 Utah State* W 73-30,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
437,UTA-S1-00438,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-02-27,Utah State*,Utah State,utah-state,Yes,59,43,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.2 (printed history section),02/27 Utah State* W 59-43,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
438,UTA-S1-00439,utah,2025_26_record_book_year_by_year,1936-1937,1937,1937-03-02,vs . Montana State,Montana State,montana-state,Yes,37,56,L,0,,,vs,NEUTRAL,,,Dillon,MT,Western Division Playoff,,POSTSEASON,,PDF p.139 col.2 (printed history section),03/02 vs . Montana State L 37-56,resolved,[STAGE1_CORRECTION RAW_ACCEPTED],RESEARCHED_UNRESOLVED,"Utah record book explicitly establishes the postseason event and city/state; targeted source review did not safely establish the exact physical building, so the venue remains explicit researched-unresolved rather than inferred.",,,,
439,UTA-S1-00440,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-11,at Idaho State,Idaho State,idaho-state,Yes,40,30,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/11 at Idaho State W 40-30,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
440,UTA-S1-00441,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-17,at Weber,Weber State,weber-state,Yes,42,39,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/17 at Weber W 42-39,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
441,UTA-S1-00442,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-20,Weber,Weber State,weber-state,Yes,48,47,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/20 Weber W 48-47,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
442,UTA-S1-00443,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-20,Hastings (Neb .),Hastings (NE),hastings-nebraska,No,76,22,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/20 Hastings (Neb .) W 76-22,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
443,UTA-S1-00444,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-22,Westminster (Utah),Westminster,westminster-utah,No,53,25,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/22 Westminster (Utah) W 53-25,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
444,UTA-S1-00445,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-22,Idaho,Idaho,idaho,Yes,40,38,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/22 Idaho W 40-38,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
445,UTA-S1-00446,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-23,Westminster (Utah),Westminster,westminster-utah,No,47,21,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/23 Westminster (Utah) W 47-21,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
446,UTA-S1-00447,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-23,Idaho,Idaho,idaho,Yes,39,31,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/23 Idaho W 39-31,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
447,UTA-S1-00448,utah,2025_26_record_book_year_by_year,1937-1938,1938,1937-12-30,at Northern Illinois,Northern Illinois,northern-illinois,Yes,45,35,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/30 at Northern Illinois W 45-35,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
448,UTA-S1-00449,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-04,at Bradley,Bradley,bradley,Yes,32,42,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/04 at Bradley L 32-42,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
449,UTA-S1-00450,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-06,at Loyola (Ill .),Loyola Chicago,loyola-chicago,Yes,28,53,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/06 at Loyola (Ill .) L 28-53,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
450,UTA-S1-00451,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-08,at Hastings (Neb .),Hastings (NE),hastings-nebraska,No,58,31,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/08 at Hastings (Neb .) W 58-31,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
451,UTA-S1-00452,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-14,at Colorado*,Colorado,colorado,Yes,43,54,L,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/14 at Colorado* L 43-54,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
452,UTA-S1-00453,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-15,at Denver*,Denver,denver,Yes,48,28,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/15 at Denver* W 48-28,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
453,UTA-S1-00454,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-21,Wyoming*,Wyoming,wyoming,Yes,49,47,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/21 Wyoming* W 49-47,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
454,UTA-S1-00455,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-22,at BYU*,BYU,byu,Yes,48,41,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/22 at BYU* W 48-41,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
455,UTA-S1-00456,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-01-28,Utah State*,Utah State,utah-state,Yes,59,35,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/28 Utah State* W 59-35,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
456,UTA-S1-00457,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-02-04,at Colorado State*,Colorado State,colorado-state,Yes,60,34,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),02/04 at Colorado State* W 60-34,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
457,UTA-S1-00458,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-02-05,at Wyoming*,Wyoming,wyoming,Yes,41,38,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),02/05 at Wyoming* W 41-38,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
458,UTA-S1-00459,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-02-11,Denver*,Denver,denver,Yes,42,35,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),02/11 Denver* W 42-35,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
459,UTA-S1-00460,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-02-12,Colorado*,Colorado,colorado,Yes,41,43,L,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),02/12 Colorado* L 41-43,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
460,UTA-S1-00461,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-02-18,at Utah State*,Utah State,utah-state,Yes,63,47,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),02/18 at Utah State* W 63-47,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
461,UTA-S1-00462,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-02-19,Colorado State*,Colorado State,colorado-state,Yes,64,46,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),02/19 Colorado State* W 64-46,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
462,UTA-S1-00463,utah,2025_26_record_book_year_by_year,1937-1938,1938,1938-03-04,BYU*,BYU,byu,Yes,54,43,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),03/04 BYU* W 54-43,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
463,UTA-S1-00464,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-09,at Weber,Weber State,weber-state,Yes,47,26,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/09 at Weber W 47-26,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
464,UTA-S1-00465,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-15,at Idaho State,Idaho State,idaho-state,Yes,38,28,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/15 at Idaho State W 38-28,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
465,UTA-S1-00466,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-17,at Washington State,Washington State,washington-state,Yes,45,44,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/17 at Washington State W 45-44,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
466,UTA-S1-00467,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-23,at Gonzaga,Gonzaga,gonzaga,Yes,50,29,W,0,,,at,OPPONENT_HOME,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/23 at Gonzaga W 50-29,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Regular-season AWAY H/A/N is explicit in Utah source; opponent-building reconstruction is reciprocal debt allowed by site-completeness policy and is not a Utah research-freeze blocker.,,,,,,
467,UTA-S1-00468,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-26,vs . Idaho,Idaho,idaho,Yes,27,35,L,0,,,vs,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/26 vs . Idaho L 27-35,resolved,[STAGE1_CORRECTION RAW_ACCEPTED],RESEARCHED_UNRESOLVED,Utah year-by-year row and surrounding event/footnote context reviewed; source establishes NEUTRAL but the surviving Stage 3A evidence used does not safely establish a physical venue/location.,,,,
468,UTA-S1-00469,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-27,vs . Idaho,Idaho,idaho,Yes,38,44,L,0,,,vs,NEUTRAL,,,,,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/27 vs . Idaho L 38-44,resolved,[STAGE1_CORRECTION RAW_ACCEPTED],RESEARCHED_UNRESOLVED,Utah year-by-year row and surrounding event/footnote context reviewed; source establishes NEUTRAL but the surviving Stage 3A evidence used does not safely establish a physical venue/location.,,,,
469,UTA-S1-00470,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-30,Weber,Weber State,weber-state,Yes,52,42,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/30 Weber W 52-42,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
470,UTA-S1-00471,utah,2025_26_record_book_year_by_year,1938-1939,1939,1938-12-30,Montana,Montana,montana,Yes,45,36,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),12/30 Montana W 45-36,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
471,UTA-S1-00472,utah,2025_26_record_book_year_by_year,1938-1939,1939,1939-01-14,Colorado State*,Colorado State,colorado-state,Yes,53,35,W,0,,,,SOURCE_PROGRAM_HOME,,Deseret Gymnasium,Salt Lake City,UT,,,REGULAR_SEASON,,PDF p.139 col.3 (printed history section),01/14 Colorado State* W 53-35,resolved,[STAGE1_CORRECTION RAW_ACCEPTED] | Research site provenance: Deseret Gym history states University of Utah home basketball games used the original 1910 gym; Utah Athletics identifies 1940-01-09 as the first game at Nielsen Fieldhouse.,,,,,,
