source_program_key,source_opponent_label,canonical_opponent_key,canonical_opponent_name,current_d1,games_with_source_label,first_season,last_season,resolution_status,resolution_method,user_choice,audit_note
iowa-state,Houston Christian,houston-christian,Houston Christian,Yes,2,2008-2009,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Howard,howard,Howard,Yes,2,2004-2005,2005-2006,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,IU Indianapolis,iu-indianapolis,IU Indianapolis,Yes,1,2024-2025,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,IUPUI,iu-indianapolis,IU Indianapolis,Yes,1,2022-2023,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Idaho,idaho,Idaho,Yes,2,1949-1950,1981-1982,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Idaho State,idaho-state,Idaho State,Yes,4,1999-2000,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Illinois,illinois,Illinois,Yes,15,1923-1924,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Illinois State,illinois-state,Illinois State,Yes,5,1971-1972,1996-1997,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Indiana,indiana,Indiana,Yes,6,1961-1962,1990-1991,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Indiana State,indiana-state,Indiana State,Yes,2,1992-1993,2016-2017,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Iona,iona,Iona,Yes,2,2005-2006,2015-2016,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Iowa,iowa,Iowa,Yes,79,1909-1910,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Iowa Pre-Flight,iowa-pre-flight,Iowa Pre-Flight,No,4,1943-1944,1944-1945,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Iowa-Pre Flight,iowa-pre-flight,Iowa Pre-Flight,No,1,1942-1943,1942-1943,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Jackson State,jackson-state,Jackson State,Yes,4,2002-2003,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Jacksonville,jacksonville,Jacksonville,Yes,1,1982-1983,1982-1983,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Jacksonville State,jacksonville-state,Jacksonville State,Yes,1,2008-2009,2008-2009,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Kansas,kansas,Kansas,Yes,262,1907-1908,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Kansas City,kansas-city,Kansas City,Yes,6,1979-1980,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Kansas State,kansas-state,Kansas State,Yes,243,1908-1909,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Kennesaw State,kennesaw-state,Kennesaw State,Yes,2,2010-2011,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Kentucky,kentucky,Kentucky,Yes,4,1964-1965,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,LSU,lsu,LSU,Yes,1,2021-2022,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Lake Superior St.,lake-superior-state,Lake Superior State,No,1,2006-2007,2006-2007,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Lamar,lamar,Lamar,Yes,1,2014-2015,2014-2015,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Lehigh,lehigh,Lehigh,Yes,1,2011-2012,2011-2012,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Liberty,liberty,Liberty,Yes,1,2003-2004,2003-2004,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Lima Athletic Club,lima-athletic-club,Lima Athletic Club,No,1,1963-1964,1963-1964,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Lindenwood,lindenwood,Lindenwood,Yes,1,2023-2024,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Lipscomb,lipscomb,Lipscomb,Yes,2,2011-2012,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Little Rock,little-rock,Little Rock,Yes,1,2015-2016,2015-2016,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Long Beach State,long-beach-state,Long Beach State,Yes,1,2025-2026,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Loras,loras,Loras,No,1,1945-1946,1945-1946,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Loyola Chicago,loyola-chicago,Loyola Chicago,Yes,1,1991-1992,1991-1992,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Loyola Marymount,loyola-marymount,Loyola Marymount,Yes,1,2008-2009,2008-2009,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Loyola-Chicago,loyola-chicago,Loyola Chicago,Yes,1,1989-1990,1989-1990,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Loyola-N.O.,loyola-new-orleans,Loyola New Orleans,No,1,1994-1995,1994-1995,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Luther,luther,Luther,No,1,1949-1950,1949-1950,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,MSU-Billings,montana-state-billings,Montana State Billings,No,2,1979-1980,1981-1982,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,MacMurray,macmurray,MacMurray,No,1,1979-1980,1979-1980,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Maine,maine,Maine,Yes,1,1991-1992,1991-1992,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Mankato State,minnesota-state-mankato,Minnesota State Mankato,No,4,1970-1971,1984-1985,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Marquette,marquette,Marquette,Yes,9,1960-1961,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Marshall,marshall,Marshall,Yes,1,1970-1971,1970-1971,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Maryland,maryland,Maryland,Yes,1,2014-2015,2014-2015,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Maryland E. Shore,maryland-eastern-shore,Maryland Eastern Shore,Yes,5,1991-1992,2017-2018,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,McNeese,mcneese,McNeese,Yes,1,2022-2023,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Memphis,memphis,Memphis,Yes,1,2021-2022,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Mercer,mercer,Mercer,Yes,4,1992-1993,2008-2009,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Miami,miami,Miami (FL),Yes,1,2021-2022,2021-2022,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Miami (Fla.),miami,Miami (FL),Yes,1,2016-2017,2016-2017,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Miami (Ohio),miami-oh,Miami (OH),Yes,1,1985-1986,1985-1986,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Michigan,michigan,Michigan,Yes,11,1946-1947,2019-2020,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Michigan State,michigan-state,Michigan State,Yes,6,1956-1957,1999-2000,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Milwaukee,milwaukee,Milwaukee,Yes,5,1999-2000,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Minnesota,minnesota,Minnesota,Yes,29,1923-1924,2007-2008,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Miss. Valley St.,mississippi-valley-state,Mississippi Valley State,Yes,1,1999-2000,1999-2000,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Mississippi,ole-miss,Ole Miss,Yes,1,2000-2001,2000-2001,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Mississippi State,mississippi-state,Mississippi State,Yes,4,1978-1979,2025-2026,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Mississippi Valley St.,mississippi-valley-state,Mississippi Valley State,Yes,7,2008-2009,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Missouri,missouri,Missouri,Yes,237,1908-1909,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Missouri-St. Louis,missouri-st-louis,Missouri-St. Louis,No,1,1995-1996,1995-1996,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Montana State,montana-state,Montana State,Yes,3,1940-1941,2010-2011,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Morgan State,morgan-state,Morgan State,Yes,2,1984-1985,2024-2025,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Morningside,morningside,Morningside,No,7,1939-1940,2000-2001,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Morris Brown,morris-brown,Morris Brown,No,1,2001-2002,2001-2002,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Mount St. Mary’s,mount-st-mary-s,Mount St. Mary’s,Yes,1,2016-2017,2016-2017,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Mountain State,mountain-state,Mountain State,No,1,2005-2006,2005-2006,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Murray State,murray-state,Murray State,Yes,1,1997-1998,1997-1998,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,N. Carolina A&T,north-carolina-a-t,North Carolina A&T,Yes,1,2022-2023,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,NC Central,north-carolina-central,North Carolina Central,Yes,1,2013-2014,2013-2014,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,NC State,nc-state,NC State,Yes,1,1985-1986,1985-1986,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,NW Missouri State,nw-missouri-state,NW Missouri State,No,1,1978-1979,1978-1979,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Navy,navy,Navy,Yes,1,1987-1988,1987-1988,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Neb. Wesleyan,nebraska-wesleyan,Nebraska Wesleyan,No,4,1908-1909,1910-1911,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Nebraska,nebraska,Nebraska,Yes,234,1908-1909,2010-2011,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Nevada,nevada,Nevada,Yes,1,2016-2017,2016-2017,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,New Hampshire,new-hampshire,New Hampshire,Yes,1,2023-2024,2023-2024,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,New Mexico,new-mexico,New Mexico,Yes,3,1964-1965,1987-1988,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,New Orleans,new-orleans,New Orleans,Yes,2,1997-1998,1998-1999,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Norfolk State,norfolk-state,Norfolk State,Yes,1,2006-2007,2006-2007,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,North Carolina,north-carolina,North Carolina,Yes,5,1990-1991,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,North Carolina A&T,north-carolina-a-t,North Carolina A&T,Yes,1,2012-2013,2012-2013,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,North Dakota,north-dakota,North Dakota,Yes,3,2007-2008,2022-2023,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,North Dakota St.,north-dakota-state,North Dakota State,Yes,4,2006-2007,2018-2019,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,North Dakota State,north-dakota-state,North Dakota State,Yes,2,1955-1956,1972-1973,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,North Florida,north-florida,North Florida,Yes,1,1994-1995,1994-1995,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,North Texas,north-texas,North Texas,Yes,1,1998-1999,1998-1999,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Northeastern Illinois,northeastern-illinois,Northeastern Illinois,No,1,1978-1979,1978-1979,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Northern Arizona,northern-arizona,Northern Arizona,Yes,1,2010-2011,2010-2011,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Northern Colorado,northern-colorado,Northern Colorado,Yes,3,2003-2004,2011-2012,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Northern Illinois,northern-illinois,Northern Illinois,Yes,8,1967-1968,2019-2020,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Northern Iowa,northern-iowa,Northern Iowa,Yes,50,1916-1917,2017-2018,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Northwestern,northwestern,Northwestern,Yes,2,1949-1950,2009-2010,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
iowa-state,Northwestern St.,northwestern-state,Northwestern State,Yes,1,2005-2006,2005-2006,RESOLVED,Iowa State fact-book/source-label normalization; current project program naming conventions; targeted institutional/reciprocal research for ambiguous historical aliases.,,Owner-approved NON_D1 sanity scan completed 2026-09-04; no remaining unresolved opponent identities.
