source_game_id,source_program_key,season_label,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,team_score,opponent_score,played_result,overtime_periods,curated_site_type,curated_venue_name,city,state,curated_game_type,curated_postseason_round,event_or_tournament,administrative_status,site_research_status,site_research_basis,raw_text,source_page,source_series_event_note
BUTRAW-00256,butler,1924-1925,,Earlham,earlham,Earlham,28,18,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                  W, 28-18",45,
BUTRAW-00257,butler,1925-1926,1925-12-08,Muncie Normal,ball-state,Ball State,41,13,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"Muncie Normal             W, 41-13",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00258,butler,1925-1926,,Manchester,manchester,Manchester,28,32,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Manchester                     L, 28-32",45,
BUTRAW-00259,butler,1925-1926,1925-12-12,Illinois,illinois,Illinois,22,23,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"D12  at Illinois                        L, 22-23",45,
BUTRAW-00260,butler,1925-1926,1925-12-17,Iowa,iowa,Iowa,24,26,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"D17  at Iowa                          L, 24-26",45,
BUTRAW-00261,butler,1925-1926,,Franklin,franklin,Franklin,31,17,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 31-17",45,
BUTRAW-00262,butler,1925-1926,,Dayton,dayton,Dayton,44,12,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Dayton                   W, 44-12",45,
BUTRAW-00263,butler,1925-1926,,DePauw,depauw,DePauw,43,23,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 43-23",45,
BUTRAW-00264,butler,1925-1926,,Earlham,earlham,Earlham,31,15,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                  W, 31-15",45,
BUTRAW-00265,butler,1925-1926,,Wayne State (Mich.),wayne-state,Wayne State,36,25,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Wayne State (Mich.)         W, 36-25",45,
BUTRAW-00266,butler,1925-1926,,Mich. State Normal (WMU),western-michigan,Western Michigan,28,21,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Mich. State Normal (WMU)   W, 28-21",45,
BUTRAW-00267,butler,1925-1926,,Chicago,chicago,Chicago,20,18,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Chicago                  W, 20-18",45,
BUTRAW-00268,butler,1925-1926,1926-02-05,Wisconsin,wisconsin,Wisconsin,24,31,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F5   at Wisconsin                    L, 24-31",45,
BUTRAW-00269,butler,1925-1926,1926-02-06,Marquette,marquette,Marquette,42,20,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F6   at Marquette              W, 42-20",45,
BUTRAW-00270,butler,1925-1926,1926-02-09,Wabash,wabash,Wabash,37,29,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"Wabash                  W, 37-29",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00271,butler,1925-1926,,DePauw,depauw,DePauw,28,27,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 28-27",45,
BUTRAW-00272,butler,1925-1926,,Franklin,franklin,Franklin,30,26,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 30-26",45,
BUTRAW-00273,butler,1925-1926,1926-02-26,Wabash,wabash,Wabash,25,23,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","Wabash                  W, 25-23",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00274,butler,1925-1926,,St. Louis,saint-louis,Saint Louis,20,30,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","St. Louis                        L, 20-30",45,
BUTRAW-00275,butler,1925-1926,,Lombard,lombard-college,Lombard College,34,23,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Lombard                 W, 34-23",45,
BUTRAW-00276,butler,1925-1926,,Missouri,missouri,Missouri,37,15,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Missouri                  W, 37-15",45,
BUTRAW-00277,butler,1925-1926,,Earlham,earlham,Earlham,61,18,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Earlham                  W, 61-18",45,
BUTRAW-00278,butler,1926-1927,,Central Normal,central-normal-college,Central Normal College,27,24,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Central Normal            W, 27-24",45,
BUTRAW-00279,butler,1926-1927,,Coe,coe,Coe,29,25,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Coe                     W, 29-25",45,
BUTRAW-00280,butler,1926-1927,,Lombard,lombard-college,Lombard College,24,25,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Lombard                        L, 24-25",45,
BUTRAW-00281,butler,1926-1927,,Wesleyan,illinois-wesleyan,Illinois Wesleyan,27,21,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Wesleyan                 W, 27-21",45,
BUTRAW-00282,butler,1926-1927,,Chicago,chicago,Chicago,30,28,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Chicago                  W, 30-28",45,
BUTRAW-00283,butler,1926-1927,1927-01-04,Muncie Normal,ball-state,Ball State,40,38,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"Muncie Normal            W, 40-38",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00284,butler,1926-1927,1927-01-10,MARQUETTE,marquette,Marquette,33,30,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","J10 MARQUETTE             W, 33-30",45,
BUTRAW-00285,butler,1926-1927,,Evansville,evansville,Evansville,23,25,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Evansville                       L, 23-25",45,
BUTRAW-00286,butler,1926-1927,1927-01-14,MICHIGAN STATE,michigan-state,Michigan State,53,16,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","J14  MICHIGAN STATE         W, 53-16",45,
BUTRAW-00287,butler,1926-1927,,DePauw,depauw,DePauw,30,25,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 30-25",45,
BUTRAW-00288,butler,1926-1927,1927-01-29,Iowa,iowa,Iowa,47,32,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"J29  at Iowa                   W, 47-32",45,
BUTRAW-00289,butler,1926-1927,1927-01-31,Michigan State,michigan-state,Michigan State,29,23,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"J31   at Michigan State           W, 29-23",45,
BUTRAW-00290,butler,1926-1927,1927-02-02,Illinois,illinois,Illinois,32,30,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F2   at Illinois                 W, 32-30",45,
BUTRAW-00291,butler,1926-1927,,Franklin,franklin,Franklin,29,26,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 29-26",45,
BUTRAW-00292,butler,1926-1927,,Evansville,evansville,Evansville,27,35,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Evansville                       L, 27-35",45,
BUTRAW-00293,butler,1926-1927,1927-02-11,Wabash,wabash,Wabash,40,22,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","Wabash                  W, 40-22",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00294,butler,1926-1927,,DePauw,depauw,DePauw,40,33,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 40-33",45,
BUTRAW-00295,butler,1926-1927,,Franklin,franklin,Franklin,38,31,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 38-31",45,
BUTRAW-00296,butler,1926-1927,1927-03-01,Wabash,wabash,Wabash,32,30,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"Wabash                  W, 32-30",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00297,butler,1926-1927,1927-02-19,Marquette,marquette,Marquette,35,23,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F19  at Marquette               W, 35-23",45,
BUTRAW-00298,butler,1926-1927,,Kalamazoo Teachers (WMU),western-michigan,Western Michigan,27,34,L,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Kalamazoo Teachers (WMU)   L, 27-34",45,
BUTRAW-00299,butler,1927-1928,,Danville Cent. Normal,central-normal-college,Central Normal College,49,22,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Danville Cent. Normal       W, 49-22",45,
BUTRAW-00300,butler,1927-1928,1927-12-16,Wisconsin,wisconsin,Wisconsin,18,25,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"D16  at Wisconsin                    L, 18-25",45,
BUTRAW-00301,butler,1927-1928,1927-12-20,Purdue,purdue,Purdue,27,36,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"D20  at Purdue                        L, 27-36",45,
BUTRAW-00302,butler,1927-1928,,Concordia Seminary,concordia-seminary,Concordia Seminary,50,10,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Concordia Seminary         W, 50-10",45,
BUTRAW-00303,butler,1927-1928,,Evansville,evansville,Evansville,38,32,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Evansville                W, 38-32",45,
BUTRAW-00304,butler,1927-1928,,Nat. Am. Gym Union,national-amateur-gymnastic-union,National Amateur Gymnastic Union,42,32,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Nat. Am. Gym Union         W, 42-32",45,
BUTRAW-00305,butler,1927-1928,,Franklin,franklin,Franklin,40,32,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 40-32",45,
BUTRAW-00306,butler,1927-1928,,Evansville,evansville,Evansville,33,27,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Evansville                W, 33-27",45,
BUTRAW-00307,butler,1927-1928,,DePauw,depauw,DePauw,36,19,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 36-19",45,
BUTRAW-00308,butler,1927-1928,,Danville Cent. Normal,central-normal-college,Central Normal College,34,25,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Danville Cent. Normal       W, 34-25",45,
BUTRAW-00309,butler,1927-1928,1928-02-03,Wabash,wabash,Wabash,28,26,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"Wabash                  W, 28-26",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00310,butler,1927-1928,1928-02-04,Marquette,marquette,Marquette,23,20,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F4   at Marquette              W, 23-20",45,
BUTRAW-00311,butler,1927-1928,,Loyola,loyola-chicago,Loyola Chicago,27,17,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Loyola                    W, 27-17",45,
BUTRAW-00312,butler,1927-1928,1928-02-11,Notre Dame,notre-dame,Notre Dame,24,32,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F11   at Notre Dame                   L, 24-32",45,
BUTRAW-00313,butler,1927-1928,,Franklin,franklin,Franklin,29,21,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Franklin                  W, 29-21",45,
BUTRAW-00314,butler,1927-1928,1928-02-22,Wabash,wabash,Wabash,35,22,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","Wabash                  W, 35-22",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00315,butler,1927-1928,1928-02-27,MARQUETTE,marquette,Marquette,53,13,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","F27 MARQUETTE             W, 53-13",45,
BUTRAW-00316,butler,1927-1928,,DePauw,depauw,DePauw,32,27,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePauw                  W, 32-27",45,
BUTRAW-00317,butler,1927-1928,1928-03-07,NOTRE DAME,notre-dame,Notre Dame,21,13,W,1,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"M7  NOTRE DAME#        W, 21-13 (OT)",45,
BUTRAW-00318,butler,1927-1928,,Purdue,purdue,Purdue,24,19,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Purdue                   W, 24-19",45,
BUTRAW-00319,butler,1927-1928,1927-12-28,Muncie Cent. Normal,ball-state,Ball State,39,34,W,0,SOURCE_PROGRAM_HOME,,Indianapolis,IN,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED_HOME_VENUE,"Butler official all-time ledger, Butler institutional facility history, and targeted reciprocal/archival evidence establish Butler HOME in Indianapolis; before the March 7, 1928 Butler Fieldhouse opening, surviving game-level evidence does not safely identify a single predecessor building.","Muncie Cent. Normal        W, 39-34",45,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00320,butler,1927-1928,,Chicago,chicago,Chicago,25,24,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","Chicago                  W, 25-24",45,
BUTRAW-00321,butler,1928-1929,1928-12-13,PITTSBURGH,pittsburgh,Pittsburgh,35,33,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"D13 PITTSBURGH             W, 35-33",46,
BUTRAW-00322,butler,1928-1929,1928-12-21,PURDUE,purdue,Purdue,28,27,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"D21 PURDUE#                W, 28-27",46,
BUTRAW-00323,butler,1928-1929,,DANVILLE CENT. NORMAL,central-normal-college,Central Normal College,35,22,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"DANVILLE CENT. NORMAL   W, 35-22",46,
BUTRAW-00324,butler,1928-1929,1929-01-01,NORTH CAROLINA,north-carolina,North Carolina,43,20,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"J1  NORTH CAROLINA        W, 43-20",46,
BUTRAW-00325,butler,1928-1929,1929-01-03,MISSOURI,missouri,Missouri,38,25,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"J3  MISSOURI                W, 38-25",46,
BUTRAW-00326,butler,1928-1929,,Chicago,chicago,Chicago,21,24,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"at Chicago                       L, 21-24",46,
BUTRAW-00327,butler,1928-1929,,FRANKLIN,franklin,Franklin,34,26,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"FRANKLIN               W, 34-26",46,
BUTRAW-00328,butler,1928-1929,,EVANSVILLE,evansville,Evansville,56,10,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"EVANSVILLE             W, 56-10",46,
BUTRAW-00329,butler,1928-1929,,DePAUW,depauw,DePauw,35,20,W,0,UNKNOWN,,,,REGULAR_SEASON,,,,RESEARCHED_UNRESOLVED,"Butler official all-time results ledger and Butler-published series history were cross-checked; targeted authoritative reciprocal histories were used where uniquely matchable. Remaining H/A/N cannot be established safely without inferring from geography, typography alone, or venue chronology.","DePAUW                 W, 35-20",46,
BUTRAW-00330,butler,1928-1929,,INDIANA CENTRAL,indianapolis,Indianapolis,67,19,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"INDIANA CENTRAL        W, 67-19",46,
BUTRAW-00331,butler,1928-1929,,Evansville,evansville,Evansville,40,31,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"at Evansville               W, 40-31",46,
BUTRAW-00332,butler,1928-1929,1929-02-04,Illinois,illinois,Illinois,33,28,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"F4   at Illinois                 W, 33-28",46,
BUTRAW-00333,butler,1928-1929,1929-02-08,Wabash,wabash,Wabash,32,28,W,1,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"at Wabash            W, 32-28 (OT)",46,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
BUTRAW-00334,butler,1928-1929,,Franklin,franklin,Franklin,41,33,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"at Franklin                W, 41-33",46,
BUTRAW-00335,butler,1928-1929,1929-02-15,NOTRE DAME,notre-dame,Notre Dame,21,24,L,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"F15 NOTRE DAME                  L, 21-24",46,
BUTRAW-00336,butler,1928-1929,,DePauw,depauw,DePauw,34,23,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"at DePauw                W, 34-23",46,
BUTRAW-00337,butler,1928-1929,,EARLHAM,earlham,Earlham,47,19,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"EARLHAM                W, 47-19",46,
BUTRAW-00338,butler,1928-1929,1929-03-06,WABASH,wabash,Wabash,27,22,W,0,SOURCE_PROGRAM_HOME,Hinkle Fieldhouse,Indianapolis,IN,REGULAR_SEASON,,,,,,"WABASH                 W, 27-22",46,Exact date/H-A-N recovered from official reciprocal opponent history matched uniquely by season and score.
