source_game_id,source_program_key,season_label,game_date,source_opponent_label,normalized_opponent_key,normalized_opponent_name,team_score,opponent_score,played_result,overtime_periods,curated_site_type,curated_venue_name,city,state,curated_game_type,curated_postseason_round,event_or_tournament,administrative_status,site_research_status,site_research_basis,raw_text,source_page,source_series_event_note
DEPRAW-00646,depaul,1954-1955,1954-12-17,Taylor,taylor-indiana,Taylor (Indiana),112,69,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"12/17/54 Taylor W, 112-69",,Normalized package date 1954-12-17; literal source date preserved in raw_text
DEPRAW-00647,depaul,1954-1955,1954-12-22,at Michigan State,michigan-state,Michigan State,76,75,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/22/54 at Michigan State W, 76-75",,Normalized package date 1954-12-22; literal source date preserved in raw_text
DEPRAW-00648,depaul,1954-1955,1954-12-28,Lawrence Tech,lawrence-tech,Lawrence Tech,109,60,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"12/28/54 Lawrence Tech W, 109-60",,Normalized package date 1954-12-28; literal source date preserved in raw_text
DEPRAW-00649,depaul,1954-1955,1954-12-30,Manchester (Minn.),manchester-indiana,Manchester (Indiana),103,74,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"12/30/54 Manchester (Minn.) W, 103-74",,Normalized package date 1954-12-30; literal source date preserved in raw_text
DEPRAW-00650,depaul,1954-1955,1955-01-04,John Carroll,john-carroll,John Carroll,88,55,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"1/4/55 John Carroll W, 88-55",,Normalized package date 1955-01-04; literal source date preserved in raw_text
DEPRAW-00651,depaul,1954-1955,1955-01-06,Elmhurst,elmhurst,Elmhurst,101,60,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"1/6/55 Elmhurst W, 101-60",,Normalized package date 1955-01-06; literal source date preserved in raw_text
DEPRAW-00652,depaul,1954-1955,1955-01-10,at Kentucky,kentucky,Kentucky,59,92,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/10/55 at Kentucky L, 59-92",,Normalized package date 1955-01-10; literal source date preserved in raw_text
DEPRAW-00653,depaul,1954-1955,1955-01-14,St. Ambrose,st-ambrose,St. Ambrose,104,62,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"1/14/55 St. Ambrose W, 104-62",,Normalized package date 1955-01-14; literal source date preserved in raw_text
DEPRAW-00654,depaul,1954-1955,1955-01-19,at Bradley,bradley,Bradley,65,62,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/19/55 at Bradley W, 65-62",,Normalized package date 1955-01-19; literal source date preserved in raw_text
DEPRAW-00655,depaul,1954-1955,1955-01-29,Michigan State^,michigan-state,Michigan State,72,88,L,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"1/29/55 Michigan State^ L, 72-88",,Normalized package date 1955-01-29; literal source date preserved in raw_text
DEPRAW-00656,depaul,1954-1955,1955-01-31,Illinois Wesleyan,illinois-wesleyan,Illinois Wesleyan,89,78,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"1/31/55 Illinois Wesleyan W, 89-78",,Normalized package date 1955-01-31; literal source date preserved in raw_text
DEPRAW-00657,depaul,1954-1955,1955-02-05,Manhattan^,manhattan,Manhattan,70,71,L,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"2/5/55 Manhattan^ L, 70-71",,Normalized package date 1955-02-05; literal source date preserved in raw_text
DEPRAW-00658,depaul,1954-1955,1955-02-07,St. Norbert,st-norbert,St. Norbert,76,61,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"2/7/55 St. Norbert W, 76-61",,Normalized package date 1955-02-07; literal source date preserved in raw_text
DEPRAW-00659,depaul,1954-1955,1955-02-12,Bradley^,bradley,Bradley,82,70,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"2/12/55 Bradley^ W, 82-70",,Normalized package date 1955-02-12; literal source date preserved in raw_text
DEPRAW-00660,depaul,1954-1955,1955-02-19,Kentucky^,kentucky,Kentucky,72,76,L,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"2/19/55 Kentucky^ L, 72-76",,Normalized package date 1955-02-19; literal source date preserved in raw_text
DEPRAW-00661,depaul,1954-1955,1955-02-26,Notre Dame^,notre-dame,Notre Dame,81,77,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"2/26/55 Notre Dame^ W, 81-77",,Normalized package date 1955-02-26; literal source date preserved in raw_text
DEPRAW-00662,depaul,1954-1955,1955-03-01,at Notre Dame,notre-dame,Notre Dame,61,72,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"3/1/55 at Notre Dame L, 61-72",,Normalized package date 1955-03-01; literal source date preserved in raw_text
DEPRAW-00663,depaul,1955-1956,1955-12-01,Illinois Wesleyan,illinois-wesleyan,Illinois Wesleyan,82,66,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"12/1/55 Illinois Wesleyan W, 82-66",,Normalized package date 1955-12-01; literal source date preserved in raw_text
DEPRAW-00664,depaul,1955-1956,1955-12-03,at Minnesota,minnesota,Minnesota,78,82,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/3/55 at Minnesota L, 78-82",,Normalized package date 1955-12-03; literal source date preserved in raw_text
DEPRAW-00665,depaul,1955-1956,1955-12-06,Milwaukee,milwaukee,Milwaukee,86,68,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"12/6/55 Milwaukee W, 86-68",,Normalized package date 1955-12-06; literal source date preserved in raw_text
DEPRAW-00666,depaul,1955-1956,1955-12-10,Penn State^,penn-state,Penn State,84,62,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"12/10/55 Penn State^ W, 84-62",,Normalized package date 1955-12-10; literal source date preserved in raw_text
DEPRAW-00667,depaul,1955-1956,1955-12-12,at Kentucky,kentucky,Kentucky,69,71,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/12/55 at Kentucky L, 69-71",,Normalized package date 1955-12-12; literal source date preserved in raw_text
DEPRAW-00668,depaul,1955-1956,1955-12-16,Duquesne%,duquesne,Duquesne,68,64,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"12/16/55 Duquesne% W, 68-64",,Normalized package date 1955-12-16; literal source date preserved in raw_text
DEPRAW-00669,depaul,1955-1956,1955-12-17,San Francisco%,san-francisco,San Francisco,59,82,L,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"12/17/55 San Francisco% L, 59-82",,Normalized package date 1955-12-17; literal source date preserved in raw_text
DEPRAW-00670,depaul,1955-1956,1955-12-19,at Illinois,illinois,Illinois,79,97,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/19/55 at Illinois L, 79-97",,Normalized package date 1955-12-19; literal source date preserved in raw_text
DEPRAW-00671,depaul,1955-1956,1955-12-21,Wayland (Texas),wayland-baptist,Wayland Baptist,84,56,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"12/21/55 Wayland (Texas) W, 84-56",,Normalized package date 1955-12-21; literal source date preserved in raw_text
DEPRAW-00672,depaul,1955-1956,1955-12-28,at Ohio State,ohio-state,Ohio State,72,83,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/28/55 at Ohio State L, 72-83",,Normalized package date 1955-12-28; literal source date preserved in raw_text
DEPRAW-00673,depaul,1955-1956,1956-01-03,Illinois-Normal,illinois-state,Illinois State,102,77,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"1/3/56 Illinois-Normal W, 102-77",,Normalized package date 1956-01-03; literal source date preserved in raw_text
DEPRAW-00674,depaul,1955-1956,1956-01-07,at Notre Dame,notre-dame,Notre Dame,77,74,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/7/56 at Notre Dame W, 77-74",,Normalized package date 1956-01-07; literal source date preserved in raw_text
DEPRAW-00675,depaul,1955-1956,1956-01-10,Paris (France)^,paris-universite-club,Paris Université Club,71,45,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"1/10/56 Paris (France)^ W, 71-45",,Normalized package date 1956-01-10; literal source date preserved in raw_text
DEPRAW-00676,depaul,1955-1956,1956-01-14,Bradley^,bradley,Bradley,91,76,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"1/14/56 Bradley^ W, 91-76",,Normalized package date 1956-01-14; literal source date preserved in raw_text
DEPRAW-00677,depaul,1955-1956,1956-01-18,at Saint Louis,saint-louis,Saint Louis,71,89,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/18/56 at Saint Louis L, 71-89",,Normalized package date 1956-01-18; literal source date preserved in raw_text
DEPRAW-00678,depaul,1955-1956,1956-01-28,at Illinois,illinois,Illinois,66,80,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/28/56 at Illinois L, 66-80",,Normalized package date 1956-01-28; literal source date preserved in raw_text
DEPRAW-00679,depaul,1955-1956,1956-01-30,Lawrence Tech,lawrence-tech,Lawrence Tech,98,58,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"1/30/56 Lawrence Tech W, 98-58",,Normalized package date 1956-01-30; literal source date preserved in raw_text
DEPRAW-00680,depaul,1955-1956,1956-02-04,Brandeis^,brandeis,Brandeis,99,71,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"2/4/56 Brandeis^ W, 99-71",,Normalized package date 1956-02-04; literal source date preserved in raw_text
DEPRAW-00681,depaul,1955-1956,1956-02-14,Manchester (Ind.),manchester-indiana,Manchester (Indiana),84,74,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"2/14/56 Manchester (Ind.) W, 84-74",,Normalized package date 1956-02-14; literal source date preserved in raw_text
DEPRAW-00682,depaul,1955-1956,1956-02-18,Kentucky^,kentucky,Kentucky,81,79,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"2/18/56 Kentucky^ W, 81-79",,Normalized package date 1956-02-18; literal source date preserved in raw_text
DEPRAW-00683,depaul,1955-1956,1956-02-21,Lewis,lewis,Lewis,91,77,W,0,SOURCE_PROGRAM_HOME,University Auditorium,Chicago,IL,REGULAR_SEASON,,,,,,"2/21/56 Lewis W, 91-77",,Normalized package date 1956-02-21; literal source date preserved in raw_text
DEPRAW-00684,depaul,1955-1956,1956-02-25,Notre Dame^,notre-dame,Notre Dame,80,74,W,0,SOURCE_PROGRAM_HOME,Chicago Stadium,Chicago,IL,REGULAR_SEASON,,,,,,"2/25/56 Notre Dame^ W, 80-74",,Normalized package date 1956-02-25; literal source date preserved in raw_text
DEPRAW-00685,depaul,1955-1956,1956-03-01,at Manhattan,manhattan,Manhattan,86,70,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"3/1/56 at Manhattan W, 86-70",,Normalized package date 1956-03-01; literal source date preserved in raw_text
DEPRAW-00686,depaul,1955-1956,1956-03-12,vs. Wayne State$,wayne-state,Wayne State,63,72,L,0,NEUTRAL,Allen County War Memorial Coliseum,Fort Wayne,IN,NCAA_TOURNAMENT,R32,NCAA Tournament,,,,"3/12/56 vs. Wayne State$ L, 63-72",,Stage3B researched event round: First Round | Normalized package date 1956-03-12; literal source date preserved in raw_text
DEPRAW-00687,depaul,1956-1957,1956-12-01,Illinois Wesleyan,illinois-wesleyan,Illinois Wesleyan,82,66,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/1/56 Illinois Wesleyan W, 82-66",,Normalized package date 1956-12-01; literal source date preserved in raw_text
DEPRAW-00688,depaul,1956-1957,1956-12-05,at Marquette,marquette,Marquette,60,61,L,1,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/5/56 at Marquette L, 60-61 (OT)",,Normalized package date 1956-12-05; literal source date preserved in raw_text
DEPRAW-00689,depaul,1956-1957,1956-12-08,Dayton,dayton,Dayton,67,59,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/8/56 Dayton W, 67-59",,Normalized package date 1956-12-08; literal source date preserved in raw_text
DEPRAW-00690,depaul,1956-1957,1956-12-12,at Purdue,purdue,Purdue,78,83,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/12/56 at Purdue L, 78-83",,Normalized package date 1956-12-12; literal source date preserved in raw_text
DEPRAW-00691,depaul,1956-1957,1956-12-15,Bowling Green,bowling-green,Bowling Green,81,87,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/15/56 Bowling Green L, 81-87",,Normalized package date 1956-12-15; literal source date preserved in raw_text
DEPRAW-00692,depaul,1956-1957,1956-12-18,Wichita State,wichita-state,Wichita State,71,61,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/18/56 Wichita State W, 71-61",,Normalized package date 1956-12-18; literal source date preserved in raw_text
DEPRAW-00693,depaul,1956-1957,1956-12-27,Wake Forest%,wake-forest,Wake Forest,68,74,L,0,NEUTRAL,Reynolds Coliseum,Raleigh,NC,REGULAR_SEASON,,,,,,"12/27/56 Wake Forest% L, 68-74",,Normalized package date 1956-12-27; literal source date preserved in raw_text
DEPRAW-00694,depaul,1956-1957,1956-12-28,Iowa%,iowa,Iowa,73,72,W,1,NEUTRAL,Reynolds Coliseum,Raleigh,NC,REGULAR_SEASON,,,,,,"12/28/56 Iowa% W, 73-72 (OT)",,Normalized package date 1956-12-28; literal source date preserved in raw_text
DEPRAW-00695,depaul,1956-1957,1956-12-29,Utah%,utah,Utah,79,86,L,0,NEUTRAL,Reynolds Coliseum,Raleigh,NC,REGULAR_SEASON,,,,,,"12/29/56 Utah% L, 79-86",,Normalized package date 1956-12-29; literal source date preserved in raw_text
DEPRAW-00696,depaul,1956-1957,1957-01-05,Louisville,louisville,Louisville,67,86,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/5/57 Louisville L, 67-86",,Normalized package date 1957-01-05; literal source date preserved in raw_text
DEPRAW-00697,depaul,1956-1957,1957-01-12,at Memphis State,memphis,Memphis,81,85,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/12/57 at Memphis State L, 81-85",,Normalized package date 1957-01-12; literal source date preserved in raw_text
DEPRAW-00698,depaul,1956-1957,1957-01-15,at Duquesne,duquesne,Duquesne,70,76,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/15/57 at Duquesne L, 70-76",,Normalized package date 1957-01-15; literal source date preserved in raw_text
DEPRAW-00699,depaul,1956-1957,1957-01-19,Miami (OH),miami-oh,Miami (OH),70,80,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/19/57 Miami (OH) L, 70-80",,Normalized package date 1957-01-19; literal source date preserved in raw_text
DEPRAW-00700,depaul,1956-1957,1957-01-26,Western Kentucky,western-kentucky,Western Kentucky,76,80,L,1,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/26/57 Western Kentucky L, 76-80 (OT)",,Normalized package date 1957-01-26; literal source date preserved in raw_text
DEPRAW-00701,depaul,1956-1957,1957-01-30,at Dayton,dayton,Dayton,58,75,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/30/57 at Dayton L, 58-75",,Normalized package date 1957-01-30; literal source date preserved in raw_text
DEPRAW-00702,depaul,1956-1957,1957-02-02,Saint Louis,saint-louis,Saint Louis,97,95,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/2/57 Saint Louis W, 97-95",,Normalized package date 1957-02-02; literal source date preserved in raw_text
DEPRAW-00703,depaul,1956-1957,1957-02-09,Portland,portland,Portland,74,69,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/9/57 Portland W, 74-69",,Normalized package date 1957-02-09; literal source date preserved in raw_text
DEPRAW-00704,depaul,1956-1957,1957-02-12,Illinois-Normal,illinois-state,Illinois State,87,77,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/12/57 Illinois-Normal W, 87-77",,Normalized package date 1957-02-12; literal source date preserved in raw_text
DEPRAW-00705,depaul,1956-1957,1957-02-16,Baldwin Wallace,baldwin-wallace,Baldwin Wallace,75,70,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/16/57 Baldwin Wallace W, 75-70",,Normalized package date 1957-02-16; literal source date preserved in raw_text
DEPRAW-00706,depaul,1956-1957,1957-02-23,at Notre Dame,notre-dame,Notre Dame,80,95,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"2/23/57 at Notre Dame L, 80-95",,Normalized package date 1957-02-23; literal source date preserved in raw_text
DEPRAW-00707,depaul,1956-1957,1957-02-27,at Louisville,louisville,Louisville,76,97,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"2/27/57 at Louisville L, 76-97",,Normalized package date 1957-02-27; literal source date preserved in raw_text
DEPRAW-00708,depaul,1956-1957,1957-03-02,Notre Dame,notre-dame,Notre Dame,73,85,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"3/2/57 Notre Dame L, 73-85",,Normalized package date 1957-03-02; literal source date preserved in raw_text
DEPRAW-00709,depaul,1957-1958,1957-12-02,Nebraska Wesleyan,nebraska-wesleyan,Nebraska Wesleyan University,71,45,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/2/57 Nebraska Wesleyan W, 71-45",,Normalized package date 1957-12-02; literal source date preserved in raw_text
DEPRAW-00710,depaul,1957-1958,1957-12-07,at Illinois,illinois,Illinois,70,75,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/7/57 at Illinois L, 70-75",,Normalized package date 1957-12-07; literal source date preserved in raw_text
DEPRAW-00711,depaul,1957-1958,1957-12-10,at Bowling Green,bowling-green,Bowling Green,69,82,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/10/57 at Bowling Green L, 69-82",,Normalized package date 1957-12-10; literal source date preserved in raw_text
DEPRAW-00712,depaul,1957-1958,1957-12-14,at Creighton,creighton,Creighton,55,67,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/14/57 at Creighton L, 55-67",,Normalized package date 1957-12-14; literal source date preserved in raw_text
DEPRAW-00713,depaul,1957-1958,1957-12-17,Purdue,purdue,Purdue,60,55,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/17/57 Purdue W, 60-55",,Normalized package date 1957-12-17; literal source date preserved in raw_text
DEPRAW-00714,depaul,1957-1958,1958-01-04,Dayton,dayton,Dayton,60,69,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/4/58 Dayton L, 60-69",,Normalized package date 1958-01-04; literal source date preserved in raw_text
DEPRAW-00715,depaul,1957-1958,1958-01-07,Creighton,creighton,Creighton,62,56,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/7/58 Creighton W, 62-56",,Normalized package date 1958-01-07; literal source date preserved in raw_text
DEPRAW-00716,depaul,1957-1958,1958-01-11,Duquesne,duquesne,Duquesne,63,54,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/11/58 Duquesne W, 63-54",,Normalized package date 1958-01-11; literal source date preserved in raw_text
DEPRAW-00717,depaul,1957-1958,1958-01-13,Louisville,louisville,Louisville,62,60,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/13/58 Louisville W, 62-60",,Normalized package date 1958-01-13; literal source date preserved in raw_text
DEPRAW-00718,depaul,1957-1958,1958-01-15,at Notre Dame,notre-dame,Notre Dame,61,79,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/15/58 at Notre Dame L, 61-79",,Normalized package date 1958-01-15; literal source date preserved in raw_text
DEPRAW-00719,depaul,1957-1958,1958-01-18,Portland,portland,Portland,79,76,W,1,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/18/58 Portland W, 79-76 (OT)",,Normalized package date 1958-01-18; literal source date preserved in raw_text
DEPRAW-00720,depaul,1957-1958,1958-01-25,Illinois-Normal,illinois-state,Illinois State,65,58,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/25/58 Illinois-Normal W, 65-58",,Normalized package date 1958-01-25; literal source date preserved in raw_text
DEPRAW-00721,depaul,1957-1958,1958-02-01,Indiana,indiana,Indiana,66,76,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/1/58 Indiana L, 66-76",,Normalized package date 1958-02-01; literal source date preserved in raw_text
DEPRAW-00722,depaul,1957-1958,1958-02-04,at Western Kentucky,western-kentucky,Western Kentucky,62,77,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"2/4/58 at Western Kentucky L, 62-77",,Normalized package date 1958-02-04; literal source date preserved in raw_text
DEPRAW-00723,depaul,1957-1958,1958-02-12,at Dayton,dayton,Dayton,53,62,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"2/12/58 at Dayton L, 53-62",,Normalized package date 1958-02-12; literal source date preserved in raw_text
DEPRAW-00724,depaul,1957-1958,1958-02-15,Miami (OH),miami-oh,Miami (OH),64,69,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/15/58 Miami (OH) L, 64-69",,Normalized package date 1958-02-15; literal source date preserved in raw_text
DEPRAW-00725,depaul,1957-1958,1958-02-18,Canisius,canisius,Canisius,69,63,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/18/58 Canisius W, 69-63",,Normalized package date 1958-02-18; literal source date preserved in raw_text
DEPRAW-00726,depaul,1957-1958,1958-02-26,at Louisville,louisville,Louisville,55,73,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"2/26/58 at Louisville L, 55-73",,Normalized package date 1958-02-26; literal source date preserved in raw_text
DEPRAW-00727,depaul,1957-1958,1958-03-04,Notre Dame,notre-dame,Notre Dame,71,75,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"3/4/58 Notre Dame L, 71-75",,Normalized package date 1958-03-04; literal source date preserved in raw_text
DEPRAW-00728,depaul,1958-1959,1958-12-01,Christian Brothers,christian-brothers,Christian Brothers,63,57,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/1/58 Christian Brothers W, 63-57",,Normalized package date 1958-12-01; literal source date preserved in raw_text
DEPRAW-00729,depaul,1958-1959,1958-12-06,Baldwin-Wallace,baldwin-wallace,Baldwin Wallace,89,48,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/6/58 Baldwin-Wallace W, 89-48",,Normalized package date 1958-12-06; literal source date preserved in raw_text
DEPRAW-00730,depaul,1958-1959,1958-12-10,at Purdue,purdue,Purdue,71,89,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/10/58 at Purdue L, 71-89",,Normalized package date 1958-12-10; literal source date preserved in raw_text
DEPRAW-00731,depaul,1958-1959,1958-12-13,Bowling Green,bowling-green,Bowling Green,73,70,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/13/58 Bowling Green W, 73-70",,Normalized package date 1958-12-13; literal source date preserved in raw_text
DEPRAW-00732,depaul,1958-1959,1958-12-20,at Evansville,evansville,Evansville,77,86,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"12/20/58 at Evansville L, 77-86",,Normalized package date 1958-12-20; literal source date preserved in raw_text
DEPRAW-00733,depaul,1958-1959,1958-12-27,Miami (OH),miami-oh,Miami (OH),67,74,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"12/27/58 Miami (OH) L, 67-74",,Normalized package date 1958-12-27; literal source date preserved in raw_text
DEPRAW-00734,depaul,1958-1959,1959-01-03,at Duquesne,duquesne,Duquesne,70,59,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/3/59 at Duquesne W, 70-59",,Normalized package date 1959-01-03; literal source date preserved in raw_text
DEPRAW-00735,depaul,1958-1959,1959-01-10,Dayton,dayton,Dayton,60,62,L,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/10/59 Dayton L, 60-62",,Normalized package date 1959-01-10; literal source date preserved in raw_text
DEPRAW-00736,depaul,1958-1959,1959-01-13,Notre Dame,notre-dame,Notre Dame,69,66,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/13/59 Notre Dame W, 69-66",,Normalized package date 1959-01-13; literal source date preserved in raw_text
DEPRAW-00737,depaul,1958-1959,1959-01-16,Valparaiso,valparaiso,Valparaiso,89,64,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"1/16/59 Valparaiso W, 89-64",,Normalized package date 1959-01-16; literal source date preserved in raw_text
DEPRAW-00738,depaul,1958-1959,1959-01-21,at Western Michigan,western-michigan,Western Michigan,76,65,W,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/21/59 at Western Michigan W, 76-65",,Normalized package date 1959-01-21; literal source date preserved in raw_text
DEPRAW-00739,depaul,1958-1959,1959-01-31,at Indiana,indiana,Indiana,69,75,L,0,OPPONENT_HOME,,,,REGULAR_SEASON,,,,,,"1/31/59 at Indiana L, 69-75",,Normalized package date 1959-01-31; literal source date preserved in raw_text
DEPRAW-00740,depaul,1958-1959,1959-02-06,Western Kentucky,western-kentucky,Western Kentucky,80,70,W,0,SOURCE_PROGRAM_HOME,Alumni Hall,Chicago,IL,REGULAR_SEASON,,,,,,"2/6/59 Western Kentucky W, 80-70",,Normalized package date 1959-02-06; literal source date preserved in raw_text
